Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,
Nayuta.Core1-40,那由多,「っ、やはりっ……っ！？」,「っ、やはりっ……っ！？」,「果然是…！？」,I knew it. ......?,"""I knew it...""","「윽, 역시……윽!?」",「唔、果然是…！？」
,,,,,,,,
Nayuta.Core1-41,戦闘員,「お前が次にそれを出した時がお前が聖核戦姫として終わる時ってわけだ」,「お前が次にそれを出した時がお前が聖核戦姫として終わる時ってわけだ」,「等妳下次把它排出來的時候，就是妳作為聖核戰姫結束的時候了。」,The next time you pull that out will be the end of you as the Holy Core Battlemaiden.,"""The next time you let that out will be when you're finished as a Holy Core Battlemaiden.""",「네가 다음에 그것을 내뱉을 때가 네가 성핵전희로서 끝나는 때라는 거지」,「等你下次把它排出来的时候，就是你作为圣核战姫结束的时候了。」
,,,,,,,,
Nayuta.Core1-42,那由多,「っ……………なるほどっ♥、そういう事だったのですね…」,「っ……………なるほどっ♥、そういう事だったのですね…」,「唔……………原來如此♥，是這麼回事啊…」,"I see...I see...I see...that's what you meant...""","""I see♥... So that's how it is...""","「윽……………과연♥, 그런 거였군요…」",「唔……………原来如此♥，是这么回事啊…」
,,,,,,,,
Nayuta.Core1-43,那由多,(いえっ……この程度、焦ってはいけません),(いえっ……この程度、焦ってはいけません),（不…這種程度，不能焦急。）,"(yep ...... this much, don't be in a hurry)",(No... I mustn't panic over something like this.),"(아니…… 이 정도, 초조해해서는 안 됩니다)",（不…这种程度，不能焦急。）
,,,,,,,,
Nayuta.Core1-44,,(時間をかければ私の雷でこの液体を分解して無力化させることもできるはず…),(時間をかければ私の雷でこの液体を分解して無力化させることもできるはず…),（只要花點時間，我應該就能用雷電分解這種液體，讓它失去作用…）,"(With time, my lightning should be able to break up this liquid and neutralize it...)","(Given enough time, I should be able to break down and neutralize this liquid with my lightning...)",(시간을 들이면 제 번개로 이 액체를 분해하여 무력화시킬 수도 있을 터…),（只要花点时间，我应该就能用雷电分解这种液体，让它失去作用…）
,,,,,,,,
Nayuta.Core1-45,,(今耐えるべきは……っ),(今耐えるべきは……っ),（現在該忍耐的是……）,(What you need to endure now is ......),(What I need to endure now is...),(지금 견뎌야 하는 것은……윽),（现在该忍耐的是……唔）
,,,,,,,,
Nayuta.Core1-46,,ギュルルッルッッ！,ギュルルッルッッ！,咕嚕嚕嚕！,Gulp!,Glurrrrrp!,규르르릇르릇!,咕噜噜噜！
,,,,,,,,
Nayuta.Core1-47,,(この……お腹の排泄感……っでしょうかっ…………！),(この……お腹の排泄感……っでしょうかっ…………！),（這種…腹部的排泄感…嗎……！）,(This ...... feeling of excretion in the belly ...... isn't it? ............!),(This... feeling of needing to expel from my stomach... isn't it...!),(이것은…… 배의 배설감……일까요…………!),（这种…腹部的排泄感…吗……！）
,,,,,,,,
Nayuta.Core1-48,,(おそらくこの液体の分解までにかかる時間は6時間ほど…！),(おそらくこの液体の分解までにかかる時間は6時間ほど…！),（分解這種液體可能需要六個小時左右…！）,(Probably about 6 hours for this liquid to decompose...!),(It will probably take about 6 hours to break down this liquid...!),(아마 이 액체의 분해까지 걸리는 시간은 6시간 정도…!),（分解这种液体可能需要六个小时左右…！）
,,,,,,,,
Nayuta.Core1-49,,(私は最強の聖核戦姫っ、この程度私なら耐えられますっ！),(私は最強の聖核戦姫っ、この程度私なら耐えられますっ！),（我是最強的聖核戰姫，這種程度我能忍受！）,"(I am the strongest Holy Core Battlemaiden, I can withstand this much!)",(I am the strongest Holy Core Battlemaiden. I can endure something like this!),"(저는 최강의 성핵전희!, 이 정도 저라면 견딜 수 있습니다!)",（我是最强的圣核战姫，这种程度我能忍受！）
,,,,,,,,
Nayuta.Core1-50,戦闘員,「どうやら覚悟が決まったみたいだな？」,「どうやら覚悟が決まったみたいだな？」,「看來妳做好覺悟了？」,"Looks like you're ready for this, huh?""","""Looks like you've made up your mind?""",「아무래도 각오가 정해진 모양이군?」,「看来你做好觉悟了？」
,,,,,,,,
Nayuta.Core1-51,那由多,「……仮にも私は最強の聖核戦姫。この程度のことで私がうろたえると本気で思っているのですか？」,「……仮にも私は最強の聖核戦姫。この程度のことで私がうろたえると本気で思っているのですか？」,「…我姑且是最強的聖核戰姫。你們真以為這種事能讓我慌亂嗎？」,"""...... Even if I am the most powerful Holy Core Battlemaiden. Do you really think I would be daunted by something of this magnitude?""","""...I am, after all, the strongest Holy Core Battlemaiden. Do you seriously think something of this level would upset me?""",「……설령 저는 최강의 성핵전희. 이 정도로 제가 동요할 거라고 진심으로 생각하는 겁니까?」,「…我姑且是最强的圣核战姫。你们真以为这种事能让我慌乱吗？」
,,,,,,,,
Nayuta.Core1-52,戦闘員,「ああ、だからまだ色々準備してるぞ？」,「ああ、だからまだ色々準備してるぞ？」,「喔，所以我們還準備了很多東西。」,"Yeah, so we're still setting things up, right?""","""Yeah, that's why we've prepared various other things.""","「아아, 그러니까 아직 여러 가지 준비하고 있어?」",「喔，所以我们还准备了很多东西。」
,Nayuta core 1-6,,,,,,,
Nayuta.Core1-53,,那由多の前に台車に乗せられた巨大な機械が現れ、那由多のアナルに照準を定める,那由多の前に台車に乗せられた巨大な機械が現れ、那由多のアナルに照準を定める,一台載著巨大機械的推車出現在那由多面前，將目標對準了那由多的肛門。,A huge machine on a cart appears in front of Nayuta and sets its sights on Nayuta's anus.,"A huge machine on a cart appeared in front of Nayuta, aiming at her anus.","나유타 앞에 수레에 실린 거대한 기계가 나타나, 나유타의 애널에 조준한다",一台载着巨大机械的推车出现在那由多面前，将目标对准了那由多的肛门。
,,,,,,,,
Nayuta.Core1-54,那由多,「っ……これは……っ！？」,「っ……これは……っ！？」,「唔……這是什麼！？」,"""What the ...... is this ......?""","""...What is this...?!""",「윽…… 이것은……!?」,「唔……这是什么！？」
,,,,,,,,
Nayuta.Core1-55,戦闘員,「相手は最強の聖核戦姫だからな、こっちも対策してんだよ」,「相手は最強の聖核戦姫だからな、こっちも対策してんだよ」,「對手是最強的聖核戰姫，我們也準備了對策。」,"The other side is the most powerful Holy Core Battlemaiden, so we have countermeasures.""","""Since we're dealing with the strongest Holy Core Battlemaiden, we've taken countermeasures.""","「상대는 최강의 성핵전희니까, 이쪽도 대책을 세워뒀지」",「对手是最强的圣核战姫，我们也准备了对策。」
,,,,,,,,
Nayuta.Core1-56,,「このピストンマシーンでてめえのケツ穴をぶっ壊して無理やり出させるってわけだ」,「このピストンマシーンでてめえのケツ穴をぶっ壊して無理やり出させるってわけだ」,「我們要用這台活塞機器弄壞妳的屁眼，強迫妳把它排出來。」,"""I'm going to use this piston machine to destroy your asshole and force you to let me out.""","""This piston machine will wreck your asshole and force it out.""",「이 피스톤 머신으로 네놈의 엉덩이 구멍을 쳐부수고 억지로 내보내게 한다는 거지」,「我们要用这台活塞机器弄坏你的屁眼，强迫你把它排出来。」
,,,,,,,,
Nayuta.Core1-57,那由多,「なっ…………そ、そんなっ………！？」,「なっ…………そ、そんなっ………！？」,「什麼…………怎、怎麼會………！？」,"""What the ............, that's so, so, so .........!""","""Wha... N-no way...?!""","「뭣………… 그, 그런………!?」",「什么…………怎、怎么会………！？」
,,,,,,,,
Nayuta.Core1-58,,ピストンは那由多の腕ほども太く、ブツブツとコーン上の突起が付いている,ピストンは那由多の腕ほども太く、ブツブツとコーン上の突起が付いている,活塞和那由多的手臂一樣粗，上面還附有顆粒狀的圓錐突起。,"The piston is as thick as Nayuta's arm, with mussels and protrusions on the cone.","The piston was as thick as Nayuta's arm, covered with cone-shaped bumps.","피스톤은 나유타의 팔만큼이나 굵고, 울퉁불퉁한 원뿔 모양 돌기가 붙어 있다",活塞和那由多的手臂一样粗，上面还附有颗粒状的圆锥突起。
,,,,,,,,
Nayuta.Core1-59,戦闘員,「最強の聖核戦姫がこれにどこまで耐えられるか見ものだなぁ？」,「最強の聖核戦姫がこれにどこまで耐えられるか見ものだなぁ？」,「最強的聖核戰姫能忍受這個到什麼程度，真是值得一看啊？」,"Let's see how long the mightiest Holy Core Battlemaiden can withstand this, shall we?""","""It'll be interesting to see how long the strongest Holy Core Battlemaiden can endure this.""",「최강의 성핵전희가 이것에 어디까지 견딜 수 있을지 볼 만하군?」,「最强的圣核战姫能忍受这个到什么程度，真是值得一看啊？」
,,,,,,,,
Nayuta.Core1-60,那由多,「っ、や、やめなさいっ！そんなの入るわけがっ！」,「っ、や、やめなさいっ！そんなの入るわけがっ！」,「住、住手！那種東西不可能進得去！」,Stop it! You can't go in there like that!,"""S-stop it! There's no way that can fit!""","「윽, 여, 그만두십시오! 그런 게 들어갈 리가!」",「唔、住、住手！那种东西不可能进得去！」
,,,,,,,,
Nayuta.Core1-61,,カシャン……キュイイイイインッ！,カシャン……キュイイイイインッ！,喀鏘……咻咿咿咿咿！,Kashan ...... cuiiiiiiiiinnn!,Clank... Whirrrrr....,카샨…… 큐이이이이인!,喀锵……咻咿咿咿咿！
,,,,,,,,
Nayuta.Core1-62,那由多,「ひっ………ま、待ちなさい―――――ッ？！」,「ひっ………ま、待ちなさい―――――ッ？！」,「呀………等、等一下―――――？！」,"""Hi―......... wait, wait ―――――?!""","""Eek... W-wait—?!""","「히익……… 자, 기다리십시오―――――?!」",「呀………等、等一下―――――？！」
,Nayuta core 1-7,,,,,,,
Nayuta.Core1-63,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core1-64,那由多,「ひぎっ♥！？、ッ、んん～～～っっ！！！」,「ひぎっ♥！？、ッ、んん～～～っっ！！！」,「呀♥！？嗯嗯～～～！！！」,HIGGI♥! ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!,"""Hgii♥?! Ngh, mmm!""","「히긱♥!?, 윽, 응응~~~읏!!!」",「呀♥！？、唔、嗯嗯～～～！！！」
,,,,,,,,
Nayuta.Core1-65,,最強の聖核戦姫の力でも機械の強力な力に逆らうことはできない,最強の聖核戦姫の力でも機械の強力な力に逆らうことはできない,即使是最強聖核戰姫的力量，也無法抵抗機器的強大力量。,Even the mightiest Holy Core Battlemaiden cannot resist the powerful force of the machine.,Even the strongest Holy Core Battlemaiden's power couldn't resist the machine's powerful force.,최강의 성핵전희 힘으로도 기계의 강력한 힘에 거스를 수는 없다,即使是最强圣核战姫的力量，也无法抵抗机器的强大力量。
,,,,,,,,
Nayuta.Core1-66,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core1-67,那由多,「はあっ♥！？、お゛っ♥、はっ、はっ、はあっ♥！？」,「はあっ♥！？、お゛っ♥、はっ、はっ、はあっ♥！？」,「哈啊♥！？喔♥，哈、哈、哈啊♥！？」,"""Ha―ha―ha―ha! Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!""","""Haah♥?! Ohh♥, hah, hah, haah♥?!""","「하앗♥!?, 오옷 옷♥, 핫, 핫, 하앗♥!?」",「哈啊♥！？、喔♥、哈、哈、哈啊♥！？」
,,,,,,,,
Nayuta.Core1-68,,(―――――っ、お、お尻がっ、無理やりっ！？),(―――――っ、お、お尻がっ、無理やりっ！？),（―――――屁、屁股被，強行！？）,"(―――――...oh, my butt...forced!)",(My... my ass is being... forced?!),"(―――――윽, 엉, 엉덩이가, 억지로!?)",（―――――唔、屁、屁股被、强行！？）
,,,,,,,,
Nayuta.Core1-69,,「ぐっ！？、や、やめ、止めな…さいっ！」,「ぐっ！？、や、やめ、止めな…さいっ！」,「呃！？住、住手、快住手…！」,"""Ggh! Stop, stop, stop... come on!","""Guh?! S-stop... stop it!""","「크윽!?, 그, 그만, 멈추…십시오!」",「呃！？、住、住手、快住手…！」
,,,,,,,,
Nayuta.Core1-70,戦闘員,「おいおい最強の聖核戦姫が敵に命乞いか？」,「おいおい最強の聖核戦姫が敵に命乞いか？」,「喂喂，最強的聖核戰姫在向敵人求饒嗎？」,"""Oh come on, the most powerful Holy Core Battlemaiden begs for her life against the enemy?""","""Hey now, is the strongest Holy Core Battlemaiden begging her enemies?""",「어이어이 최강의 성핵전희가 적에게 목숨 구걸인가?」,「喂喂，最强的圣核战姫在向敌人求饶吗？」
,,,,,,,,
Nayuta.Core1-71,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core1-72,那由多,「ひぐっ♥！？、お゛っ♥、お゛っ♥、そんなことはっ♥！」,「ひぐっ♥！？、お゛っ♥、お゛っ♥、そんなことはっ♥！」,「呀♥！？喔♥，喔♥，才不是那樣♥！」,"""HIGGH! Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!","""Hgggg♥?! Ohh♥ ohh♥ Not there♥!""","「히끅♥!?, 오옷 옷♥, 오옷 옷♥, 그런 일은♥!」",「呀♥！？、喔♥、喔♥、才不是那样♥！」
,,,,,,,,
Nayuta.Core1-73,戦闘員,「じゃあケツ穴がぶっ壊れるまでやるから、まあせいぜい頑張って耐えるんだな」,「じゃあケツ穴がぶっ壊れるまでやるから、まあせいぜい頑張って耐えるんだな」,「那我就做到妳的屁眼壞掉為止，妳就盡全力忍耐吧。」,"Well, I'm going to do it until my asshole breaks, so you're just going to have to hang on for dear life.","""Then we'll keep going until your asshole breaks. Do your best to endure it.""","「그럼 엉덩이 구멍이 부서질 때까지 할 테니, 뭐 힘껏 견뎌봐라」",「那我就做到你的屁眼坏掉为止，你就尽全力忍耐吧。」
,,,,,,,,
Nayuta.Core1-74,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core1-75,那由多,「ぐうっ♥、くっ♥！！」,「ぐうっ♥、くっ♥！！」,「嗚嗚♥、唔♥！！」,Ugh♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!,"""Guuh♥, kuh♥!!""","「크으윽♥, 큿♥!!」",「呜呜♥、唔♥！！」
,,,,,,,,
Nayuta.Core1-76,那由多,(っ、こ、この程度ッ！、私ならっ！！！),(っ、こ、この程度ッ！、私ならっ！！！),（這、這種程度！我一定能…！！！）,(This much! This much! If it were me!),(This much...! I can...!!!),"(윽, 이, 이 정도!, 나라면!!!)",（唔、这、这种程度！我一定能…！！！）
,,,,,,,,
Nayuta.Core1-77,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core1-78,,「くううっ♥！、お゛っ♥、お゛おっ♥！！」,「くううっ♥！、お゛っ♥、お゛おっ♥！！」,「嗚嗚嗚♥！喔♥、喔喔♥！！」,"""Kuuuhh! Oh, oh, oh, oh, oh, oh, oh, oh!","""Kuuuh♥! Ohh♥, ohhh♥!!""","「크으으윽♥!, 오옷 옷♥, 오옷 오옷♥!!」",「呜呜呜♥！、喔♥、喔喔♥！！」
,,,,,,,,
Nayuta.Core1-79,,その後、数時間にわたり那由多の尻穴を拡張する作業は続くのだった,その後、数時間にわたり那由多の尻穴を拡張する作業は続くのだった,在那之後，擴張那由多肛門的作業持續了數小時。,"After that, the process of dilating Nayuta's asshole continued for several hours.","After that, the work of expanding Nayuta's anus continued for several hours.","그 후, 수 시간 동안 나유타의 엉덩이 구멍을 확장하는 작업은 계속되는 것이었다",在那之后，扩张那由多肛门的作业持续了数小时。
,,,,,,,,
,,,,,,,,
Nayuta Core Scene２,注釈,聖核シーン２,聖核シーン２,,聖核シーン２,,성핵 이벤트 2,
,,,,,,,,
Nayuta.Core2-1,,那由多への聖核排出調教が始まり、那由多は数時間にわたってピストンによる責めを受け続けていた,那由多への聖核排出調教が始まり、那由多は数時間にわたってピストンによる責めを受け続けていた,對那由多的聖核排出調教開始了，那由多連續數小時持續承受著活塞的折磨,"The training of the Seikaku ejection to Nayuta began, and Nayuta continued to receive piston torture for several hours.","The Holy Core expulsion training on Nayuta had begun, and she had been continuously subjected to the piston's torment for several hours.","나유타에 대한 성핵 배출 조교가 시작되고, 나유타는 수 시간 동안 피스톤에 의한 고문을 계속 받고 있었다",对那由多的圣核排出调教开始了，那由多连续数小时持续承受着活塞的折磨
,Nayuta core 2ｰ1,,,,,,,
Nayuta.Core2-2,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,咚啾！ 咚啾！ 咚啾！ 咚啾！ 咚啾！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!,"Thrust, thrust, thrust, thrust, thrust!","도츗!, 도츗!, 도츗!, 도츗!, 도츗!",咚啾！、咚啾！、咚啾！、咚啾！、咚啾！
,,,,,,,,
Nayuta.Core2-3,那由多,「はあっ♥、はあっ♥、はあっ♥、お゛っ♥、お゛おっ♥！」,「はあっ♥、はあっ♥、はあっ♥、お゛っ♥、お゛おっ♥！」,「哈啊♥、哈啊♥、哈啊♥、喔♥、喔喔♥！」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!""","""Haah♥, haah♥, haah♥, ohh♥, ohhh♥!""","「하앗♥, 하앗♥, 하앗♥, 오옷 옷♥, 오옷 오옷♥!」",「哈啊♥、哈啊♥、哈啊♥、喔♥、喔喔♥！」
,,,,,,,,
Nayuta.Core2-4,,(っ…………お尻にピストンされ続けてっ……もはや感覚がっ……！),(っ…………お尻にピストンされ続けてっ……もはや感覚がっ……！),（唔…………屁股被活塞持續地抽插……感覺快要……！）,(I kept getting pistons in my ass ............ and I couldn't feel ...... any more!),(Being continuously pistoned in my ass... I can barely feel anything anymore...!),(윽………… 엉덩이에 계속 피스톤질 당해서…… 이제 감각이……!),（唔…………屁股被活塞持续地抽插……感觉快要……！）
,,,,,,,,
Nayuta.Core2-5,,(それにっ……お腹の中がっ……ぎゅるぎゅるしてっ…苦しいですっ…),(それにっ……お腹の中がっ……ぎゅるぎゅるしてっ…苦しいですっ…),（而且……肚子裡面……一直在咕嚕咕嚕地攪動…好難受…）,(And I'm ...... squirming in my stomach... it's painful...),(And... my stomach is... churning... it's painful...),(게다가……… 배 속이…… 꾸르륵거려서… 괴롭습니다…),（而且……肚子里面……一直在咕噜咕噜地搅动…好难受…）
,,,,,,,,
Nayuta.Core2-6,,(いえっ……私は最強の聖核戦姫っ！、この程度の試練、絶対に乗り越えて見せますっ！),(いえっ……私は最強の聖核戦姫っ！、この程度の試練、絶対に乗り越えて見せますっ！),（不對……我是最強的聖核戰姫！這種程度的試煉，我絕對會克服給你看！）,"(Yes, ...... I am the strongest Holy Core Battlemaiden! I will definitely overcome this level of ordeal!)",(No... I am the strongest Holy Core Battlemaiden! I will definitely overcome a trial of this level!),"(아니…… 저는 최강의 성핵전희!, 이 정도 시련, 반드시 극복해 보이겠습니다!)",（不对……我是最强的圣核战姫！这种程度的试炼，我绝对会克服给你看！）
,,,,,,,,
Nayuta.Core2-7,,その時、部屋の中に戦闘員が入ってくる,その時、部屋の中に戦闘員が入ってくる,這時，戰鬥員走進了房間。,"At that moment, a combatant enters the room.","At that moment, a soldier entered the room.","그때, 방 안에 전투원이 들어온다",这时，战斗员走进了房间。
,,,,,,,,
Nayuta.Core2-8,戦闘員,「お～那由多ちゃんがんばってるねえ？流石最強の聖核戦姫だな」,「お～那由多ちゃんがんばってるねえ？流石最強の聖核戦姫だな」,「喔～那由多很努力嘛？不愧是最強的聖核戰姫啊。」,"""Oh, Nayuta, you're doing great, aren't you? You are the strongest Holy Core Battlemaiden.","""Hanging in there? As expected of the strongest Holy Core Battlemaiden.""",「오~ 나유타쨩 힘내고 있네? 역시 최강의 성핵전희야」,「喔～那由多很努力嘛？不愧是最强的圣核战姫啊。」
,,,,,,,,
Nayuta.Core2-9,那由多,「っ、ぐうっ♥！、はあっ♥、はあっ♥！」,「っ、ぐうっ♥！、はあっ♥、はあっ♥！」,「唔、嗚♥！哈啊♥、哈啊♥！」,"""Gosh, gosh! Aaahh♥, aaahh♥!","""Guh♥! Haah♥, haah♥!""","「윽, 크으윽♥!, 하앗♥, 하앗♥!」",「唔、呜♥！、哈啊♥、哈啊♥！」
,,,,,,,,
Nayuta.Core2-10,,「……っ、ざ、残念でしたね……っ！」,「……っ、ざ、残念でしたね……っ！」,「……太、太令你們失望了……！」,"""......, I'm so sorry ......!""","""...T-too bad for you...!""","「……윽, 자, 잔꾀였군요……!」",「……唔、太、太令你们失望了……！」
,,,,,,,,
Nayuta.Core2-11,,「この程度っ♥、最強の聖核戦姫の私の前には無意味ですッ！」,「この程度っ♥、最強の聖核戦姫の私の前には無意味ですッ！」,「這種程度♥，在最強的聖核戰姫的我面前，是沒有意義的！」,"This level is meaningless in front of me, the strongest Holy Core Battlemaiden!","""This level♥ is meaningless before me, the strongest Holy Core Battlemaiden!""","「이 정도♥, 최강의 성핵전희인 저에게는 무의미합니다!」",「这种程度♥，在最强的圣核战姫的我面前，是没有意义的！」
,,,,,,,,
Nayuta.Core2-12,戦闘員,「ははっ！どう見てもそうは見えねえが…」,「ははっ！どう見てもそうは見えねえが…」,「哈哈！不管怎麼看都不像妳說的那樣…」,"I don't see it that way..."" Doesn't look that way to me...""","""Haha! It sure doesn't look that way...""",「하핫! 어떻게 봐도 그렇게 보이지는 않지만…」,「哈哈！不管怎么看都不像你说的那样…」
,,,,,,,,
Nayuta.Core2-13,,「本当にそうだってんなら証明してみろっ…ほらよっ！」,「本当にそうだってんなら証明してみろっ…ほらよっ！」,「如果妳真這麼說，就證明看看啊…看招！」,"If you really believe that, prove it... come on!","""If that's really true, then prove it... Here!""",「정말 그렇다면 증명해 봐라… 자!」,「如果你真这么说，就证明看看啊…看招！」
,,,,,,,,
Nayuta.Core2-14,,ガチャン…ボコッ！,ガチャン…ボコッ！,喀鏘…噗！,Clang...bump!,Clank... pop!,가챤… 보콧!,喀锵…噗！
,Nayuta core 2-2,,,,,,,
Nayuta.Core2-15,那由多,「………ひぐっ！！！ほお゛っ♥、お゛おおおおおおっっっ！？！？！？」,「………ひぐっ！！！ほお゛っ♥、お゛おおおおおおっっっ！？！？！？」,「………呀！！！吼喔♥，喔喔喔喔喔喔喔喔♥♥！？！？！？」,"""......... Higg! Ho ♥, oh oh oh oh oh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""","""...Hgggg!!! Hohhh♥ Ohhhhhhhh?!?!?!""","「………히극!!! 호오옷 옷♥, 오옷 오오오오오옷!?!?!?」",「………呀！！！吼喔♥、喔喔喔喔喔喔喔喔♥♥！？！？！？」
,,,,,,,,
Nayuta.Core2-16,,ブリュッ！、ドルルルッ！,ブリュッ！、ドルルルッ！,噗啾！咚嚕嚕！,Brrrrrrrrrrrrrrrrrr! Druhlrrrrrrrrrr!,Splurt! Whirrrr!,"부릇!, 도르르릇!",噗啾！、咚噜噜！
,,,,,,,,
Nayuta.Core2-17,那由多,突然ピストンが那由多のアナルから抜かれ、その衝撃で那由多は勢いよく聖核を排出してしまう,突然ピストンが那由多のアナルから抜かれ、その衝撃で那由多は勢いよく聖核を排出してしまう,活塞突然從那由多的肛門被拔出，因為那股衝擊，那由多猛烈地排出了聖核。,"Suddenly, the piston is pulled out of Nayuta's anus, and the impact causes her to vigorously eject her Seikaku.","The piston was suddenly pulled from Nayuta's anus, and the shock caused her to forcefully expel the Holy Core.","갑자기 피스톤이 나유타의 애널에서 뽑히고, 그 충격으로 나유타는 세차게 성핵을 배출해 버린다",活塞突然从那由多的肛门被拔出，因为那股冲击，那由多猛烈地排出了圣核。
,,,,,,,,
Nayuta.Core2-18,,「お゛っ♥！？、ほお゛っ♥！？お゛ん～～～っ！？」,「お゛っ♥！？、ほお゛っ♥！？お゛ん～～～っ！？」,「喔♥！？吼喔♥！？喔嗯～～～！？」,"""Oh, d'aagh! Oh, oh, oh, oh, oh! Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!""","""Ohh♥?! Hohhh♥?! Onnnn?!""","「오옷 옷♥!?, 호오옷 옷♥!? 오옷 응~~~윽!?」",「喔♥！？、吼喔♥！？喔嗯～～～！？」
,,,,,,,,
Nayuta.Core2-19,那由多,(まずいっ、お、お尻の穴からっ………！),(まずいっ、お、お尻の穴からっ………！),（不妙，從、從屁股的洞……！）,"(First of all, my butt hole! .........!)","(This is bad, from my ass...!)","(위험해, 엉, 엉덩이 구멍에서………!)",（不妙，从、从屁股的洞……！）
,,,,,,,,
Nayuta.Core2-20,那由多,「お゛っ♥、お゛っ♥、お゛おっ♥―――――ぐうッッ！！！！」,「お゛っ♥、お゛っ♥、お゛おっ♥―――――ぐうッッ！！！！」,「喔♥、喔♥、喔喔♥―――――嗚唔！！！！」,,"""Ohh♥, ohh♥, ohhh♥ Guuhhh!!!!""","「오옷 옷♥, 오옷 옷♥, 오옷 오옷♥―――――크으윽!!!!」",「喔♥、喔♥、喔喔♥―――――呜唔！！！！」
,Nayuta core 2ｰ3,,,,,,,
Nayuta.Core2-21,,那由多はアナルに無理やり力を入れ、漏れ出す聖核を阻止する,那由多はアナルに無理やり力を入れ、漏れ出す聖核を阻止する,那由多硬是將力量灌注在肛門，阻止聖核漏出。,Nayuta forces her anus to stop the Seikaku from leaking out,"Nayuta forcefully clenched her anus, stopping the Holy Core that was about to come out.","나유타는 애널에 억지로 힘을 주어, 새어 나오는 성핵을 막는다",那由多硬是将力量灌注在肛门，阻止圣核漏出。
,,,,,,,,
Nayuta.Core2-22,那由多,「はあっ♥、はあっ♥、はあっっ♥！！！」,「はあっ♥、はあっ♥、はあっっ♥！！！」,「哈啊♥、哈啊♥、哈啊♥！！！」,"'Ah ♥, ah ♥, ah ♥, ah ♥!","""Haah♥, haah♥, haahhh♥!!!""","「하앗♥, 하앗♥, 하앗윽♥!!!」",「哈啊♥、哈啊♥、哈啊♥！！！」
