Key,Comment,Japanese,Japanese_Steam,English,Traditional Chinese_Steam,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,,
Hisui.Horny2-14,Hisui＆Erena　2－2,ズプッ！ドチュッ！！,ズプッ！ドチュッ！！,,滋噗！咚啾！！,滴答！哗啦！！,,Thrust! Squelch!!,즈풋! 도츗!!,滋噗！咚啾！！
,,,,,,,,,,
Hisui.Horny2-15,エレナ＆ヒスイ,「「キィーーーーーーッ♥♥！」」,「「キィーーーーーーッ♥♥！」」,,「「嘰ーーーーー♥♥！」」,「「啊啊啊啊啊啊啊啊啊♥♥！」」,,"""Kiiiiiiii♥♥!""",「「키이ーーーーーー잇♥♥!」」,「吱ーーーーー♥♥！」「吱ーーーーー♥♥！」
,Hisui＆Erena　２－３,,,,,,,,,
Hisui.Horny2-16,エレナ,「はあっ♥、あっ♥、戦闘員様のちんぽっ♥…！」,「はあっ♥、あっ♥、戦闘員様のちんぽっ♥…！」,,「哈啊♥、啊♥、戰鬥員先生的陰莖♥…！」,呼啊♥，啊♥，戰鬥員大人的肉棒♥…！,,"""Haah♥, ah♥, your cock♥...!""","「하앗♥, 앗♥, 전투원님의 자지♥…!」",「哈啊♥、啊♥、战斗员先生的鸡巴♥…！」
,,,,,,,,,,
Hisui.Horny2-17,ヒスイ,「キィーーーッ！♥…あんっ♥、すごいっ♥一突きされるごとにっ♥体が服従しちゃいますっ♥」,「キィーーーッ！♥…あんっ♥、すごいっ♥一突きされるごとにっ♥体が服従しちゃいますっ♥」,,「嘰ーーーー！♥…啊嗯♥、好厲害♥每被插一次♥身體自動就服從了♥」,「啊啊啊啊啊！♥…啊♥、好厲害♥每一次刺入♥身體都會屈從♥」,,"""Kiiiii!♥... ahn♥, amazing♥ with each thrust♥ my body submits to you♥""","「키이ーーー잇!♥… 아앙♥, 굉장해요♥ 한 번 찔릴 때마다♥ 몸이 복종해버려요♥」",「吱ーーーー！♥…啊嗯♥、好厉害♥每被插一次♥身体自动就服从了♥」
,,,,,,,,,,
Hisui.Horny2-18,戦闘員,「ははっ、そういやこれを忘れてたな！」,「ははっ、そういやこれを忘れてたな！」,,「哈哈，對了差點忘了這個！」,「哈哈，對了，這個我忘了！」,,"""Haha, oh yeah, I forgot about these!""","「하핫, 그러고 보니 이걸 잊었군!」",「哈哈，对了差点忘了这个！」
,,,,,,,,,,
Hisui.Horny2-19,Hisui＆Erena　２－４,戦闘員がそう言うとヒスイとエレナは頭も戦闘員の仮面で覆われる,戦闘員がそう言うとヒスイとエレナは頭も戦闘員の仮面で覆われる,,戰鬥員說完，用面具把翡翠和艾蓮娜的頭遮住。,當戰鬥員這樣說時，翡翠和艾蓮娜的頭也被戰鬥員的面具覆蓋住。,,"When the soldier said that, Hisui and Erena's heads were covered with soldier masks.",전투원이 그렇게 말하자 히스이와 엘레나는 머리도 전투원 가면으로 덮인다,战斗员说完，用面具把翡翠和艾莲娜的头遮住。
,,,,,,,,,,
Hisui.Horny2-20,ヒスイ,「ああっ♥これってっ…戦闘員の…仮面っ♥」,「ああっ♥これってっ…戦闘員の…仮面っ♥」,,「啊啊♥這是…戰鬥員的…面具♥」,「啊啊♥這個是…戰鬥員的…面具♥」,,"""Aah♥ this is... a soldier's... mask♥""",「아앗♥ 이거… 전투원의… 가면♥」,「啊啊♥这是…战斗员的…面具♥」
,,,,,,,,,,
Hisui.Horny2-21,エレナ,「私がっ♥……本当に下級戦闘員に…♥」,「私がっ♥……本当に下級戦闘員に…♥」,,「我居然♥……真的變成下級戰鬥員了…♥」,「我被♥……真的變成了下級戰鬥員…♥」,,"""I'm♥... really becoming a junior soldier...♥""",「내가♥…… 정말 하급 전투원으로…♥」,「我居然♥……真的变成下级战斗员了…♥」
,,,,,,,,,,
Hisui.Horny2-22,戦闘員,「ははっ、もうどっちがどっちか見分けがつかねえな！」,「ははっ、もうどっちがどっちか見分けがつかねえな！」,,「哈哈，這下子分不清誰是誰了耶！」,「哈哈，已經分不清哪個是哪個了！」,,"""Haha, can't tell which one is which anymore!""","「하핫, 이제 누가 누군지 구별이 안 가네!」",「哈哈，这下子分不清谁是谁了耶！」
,,,,,,,,,,
Hisui.Horny2-23,ヒスイ,「キィーーーーッ！はいっ♥、これでぇ♥、私は完全に無個性の下級戦闘員ですっ♥！」,「キィーーーーッ！はいっ♥、これでぇ♥、私は完全に無個性の下級戦闘員ですっ♥！」,,「吱ーーーー！是的♥，這樣一來♥，我就完完全全是個沒有個性的下級戰鬥員了♥！」,「啊啊啊啊啊！好的♥，這樣♥，我完全成為了毫無個性的下級戰鬥員了♥！」,,"""Kiiiii! Yes♥, with this♥, I'm completely a faceless junior soldier♥!""","「키이ーーーー잇! 네엣♥, 이걸로♥, 저는 완전히 개성 없는 하급 전투원입니다♥!」",「吱ーーーー！是的♥，这样一来♥，我就完完全全是个没有个性的下级战斗员了♥！」
,,,,,,,,,,
Hisui.Horny2-24,エレナ,「ああっ♥…私もっ♥…今は下級戦闘員…♥男性戦闘員様以下の雑魚ですっ♥」,「ああっ♥…私もっ♥…今は下級戦闘員…♥男性戦闘員様以下の雑魚ですっ♥」,,「啊啊♥…我也是♥…現在是下級戰鬥員…♥是比男性戰鬥員先生還低級的雜魚了♥」,「啊啊♥…我也♥…現在是下級戰鬥員…♥比男性戰鬥員大人還低劣的小垃圾♥」,,"""Aah♥... me too♥... now I'm a junior soldier...♥ a weakling worse than the male soldiers♥""",「아앗♥… 저도♥… 지금은 하급 전투원…♥ 남성 전투원님 이하의 허접입니다♥」,「啊啊♥…我也是♥…现在是下级战斗员…♥是比男性战斗员先生还低级的杂鱼了♥」
,,,,,,,,,,
Hisui.Horny2-25,,「そう…今は目の前にいる下級戦闘員と同じなんですね…♥」,「そう…今は目の前にいる下級戦闘員と同じなんですね…♥」,,「沒錯…現在我們和眼前的下級戰鬥員是一樣的呢…♥」,「是的…現在和眼前的下級戰鬥員一樣呢…♥」,,"""Yes... now I'm the same as the junior soldier in front of me...♥""",「그래… 지금은 눈앞에 있는 하급 전투원과 같은 거군요…♥」,「没错…现在我们和眼前的下级战斗员是一样的呢…♥」
,,,,,,,,,,
Hisui.Horny2-26,ヒスイ,「キィーーーーッ！そ、そうですっ…エレナ様と言えど…今は下級戦闘員ですからっ♥」,「キィーーーーッ！そ、そうですっ…エレナ様と言えど…今は下級戦闘員ですからっ♥」,,「嘰ーーーー！是、是的…即使是艾蓮娜大人…現在也是下級戰鬥員了嘛♥」,「啊啊啊啊啊！對、對呀…即使是艾蓮娜大人…現在也只是個下級戰鬥員啦♥」,,"""Kiiiii! T-that's right... even Erena... is just a low-ranking soldier now♥""","「키이ーーーー잇! 그, 그렇습니다… 엘레나 님이라고 해도… 지금은 하급 전투원이니까요♥」",「吱ーーーー！是、是的…即使是艾莲娜大人…现在也是下级战斗员了嘛♥」
,,,,,,,,,,
Hisui.Horny2-27,,(……！私は撮影中とはいえエレナ様と同じ立場…♥なんて恐れ多いんでしょうっ♥),(……！私は撮影中とはいえエレナ様と同じ立場…♥なんて恐れ多いんでしょうっ♥),,（……！我雖然在拍攝中，但是和艾蓮娜大人處於同等立場…♥這簡直太惶恐了♥）,(……！我雖然是在拍攝中，但和艾蓮娜大人處於同樣的位置…♥這真是太過恐怖了吧♥),,"(...! Even though we're filming, I'm in the same position as Erena...♥ how awe-inspiring♥)",(……! 저는 촬영 중이라고는 해도 엘레나 님과 같은 입장…♥ 정말 황송합니다♥),（……！我虽然在拍摄中，但是和艾莲娜大人处于同等立场…♥这简直太惶恐了♥）
,,,,,,,,,,
Hisui.Horny2-28,,(でもっ♥…すごくゾクゾクしますっ…♥あのエレナ様が無様な下級戦闘員になって目の前で喘いでいるなんてっ♥),(でもっ♥…すごくゾクゾクしますっ…♥あのエレナ様が無様な下級戦闘員になって目の前で喘いでいるなんてっ♥),,（但是♥…感覺非常興奮♥…那個艾蓮娜大人居然變成可憐的下級戰鬥員在我的眼前呻吟♥）,(但是♥…感覺好刺激呢…♥看著那位艾蓮娜大人變成可悲的下級戰鬥員，在我眼前喘息著♥),,(But♥... it's so thrilling...♥ to see Erena reduced to a pathetic junior soldier moaning in front of me♥),(하지만♥… 굉장히 짜릿짜릿합니다…♥ 저 엘레나 님이 꼴사나운 하급 전투원이 되어 눈앞에서 신음하고 있다니♥),（但是♥…感觉非常兴奋♥…那个艾莲娜大人居然变成可怜的下级战斗员在我的眼前呻吟♥）
,,,,,,,,,,
Hisui.Horny2-29,ヒスイ,「はあっ♥、ほ、ほら…下級戦闘員！もっと男性戦闘員様にしっかりご奉仕しましょう！」,「はあっ♥、ほ、ほら…下級戦闘員！もっと男性戦闘員様にしっかりご奉仕しましょう！」,,「哈啊♥、喂、下級戰鬥員！更加好好地服侍男性戰鬥員先生吧！」,「呼啊♥，看、看啊…下級戰鬥員！讓我們更好地侍奉男性戰鬥員大人！」,,"""Haah♥, c-come on... junior soldier! Let's serve the male soldier properly!""","「하앗♥, 자, 자… 하급 전투원! 좀 더 남성 전투원님께 제대로 봉사합시다!」",「哈啊♥、喂、下级战斗员！更加好好地服侍男性战斗员先生吧！」
,,,,,,,,,,
Hisui.Horny2-30,,「下級戦闘員の挨拶はキィーーーーッ！です！キィーーーーッ♥！」,「下級戦闘員の挨拶はキィーーーーッ！です！キィーーーーッ♥！」,,「下級戰鬥員的問候是嘰ーーーー！是嘰ーーーー♥！」,「下級戰鬥員的問候是啊啊啊啊啊！啊啊啊啊啊♥！」,,"""The greeting of junior soldiers is 'Kiiiii!' Say 'Kiiiii♥!'""",「하급 전투원의 인사는 키이ーーーー잇! 입니다! 키이ーーーー잇♥!」,「下级战斗员的问候是吱ーーーー！是吱ーーーー♥！」
,,,,,,,,,,
Hisui.Horny2-31,エレナ,「…！分かりました…きィーーーーッ！」,「…！分かりました…きィーーーーッ！」,,「…！我知道了…嘰ーーーー！」,「…！我知道了…啊啊啊啊啊！」,,"""...! Understood... Kiiiii!""",「…! 알겠습니다… 키이ーーーー잇!」,「…！我知道了…吱ーーーー！」
,,,,,,,,,,
Hisui.Horny2-32,,そして二人の下級戦闘員は腰をうねらせ男性戦闘員のチンポへグチュグチュと快楽を与えていく,そして二人の下級戦闘員は腰をうねらせ男性戦闘員のチンポへグチュグチュと快楽を与えていく,,接著兩位下級戰鬥員扭動腰肢，給男性戰鬥員的陰莖給予快感。,然後兩名下級戰鬥員擺動著腰部，對男性戰鬥員的「那個」進行舔舐，給予快樂。,,"Then the two junior soldiers undulated their hips, giving squelching pleasure to the male soldier's cock.",그리고 두 명의 하급 전투원은 허리를 꿈틀거리며 남성 전투원의 자지에 구츄구츄 쾌락을 준다,接着两位下级战斗员扭动腰肢，给男性战斗员的鸡巴给予快感。
,,,,,,,,,,
Hisui.Horny2-33,ヒスイ,「キィーーーーーーッ！いかがですかっ♥…私のおマンコご奉仕っ…♥」,「キィーーーーーーッ！いかがですかっ♥…私のおマンコご奉仕っ…♥」,,「嘰ーーーーー！感覺如何♥…我的小穴服侍…♥」,「啊啊啊啊啊！您感受如何♥…我這裡的服務…♥」,,"""Kiiiiiiii! How is it♥... my pussy service...♥""",「키이ーーーーーー잇! 어떻습니까♥… 제 보지 봉사…♥」,「吱ーーーーー！感觉如何♥…我的小穴服侍…♥」
,,,,,,,,,,
Hisui.Horny2-34,エレナ,「キィーーーーーッ！下級戦闘員の雑魚マンコっ♥…存分にご堪能くださいっ♥」,「キィーーーーーッ！下級戦闘員の雑魚マンコっ♥…存分にご堪能くださいっ♥」,,「嘰ーーーーー！請盡情享用下級戰鬥員的雜魚小穴♥」,「啊啊啊啊啊！下級戰鬥員的菜鳥…♥…盡情享受吧♥」,,"""Kiiiiiiii! A junior soldier's weak pussy♥... please enjoy it as much as you want♥""",「키이ーーーーー잇! 하급 전투원의 허접 보지♥… 마음껏 즐겨주십시오♥」,「吱ーーーーー！请尽情享用下级战斗员的杂鱼小穴♥」
,,,,,,,,,,
Hisui.Horny2-35,,パンッ！パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！パンッ！,,啪！啪！啪！啪！,砰！砰！砰！砰！,,Slap... Slap... Slap...,팡! 팡! 팡! 팡!,啪！啪！啪！啪！
,,,,,,,,,,
Hisui.Horny2-36,ヒスイ,「はあっ♥、はあっ♥、キィーーーーーーッ！」,「はあっ♥、はあっ♥、キィーーーーーーッ！」,,「哈啊♥、哈啊♥、嘰ーーーーー！」,「呼呼♥、呼呼♥、啊啊啊啊啊！」,,"""Haah♥, haah♥, Kiiiiiiii!""","「하앗♥, 하앗♥, 키이ーーーーーー잇!」",「哈啊♥、哈啊♥、吱ーーーーー！」
,,,,,,,,,,
Hisui.Horny2-37,エレナ,「ああっ♥…この私が…あの下級戦闘員共と同じ扱いを…♥キィーーーーーーッ♥！」,「ああっ♥…この私が…あの下級戦闘員共と同じ扱いを…♥キィーーーーーーッ♥！」,,「啊啊♥…我居然…受到和那些下級戰鬥員一樣的待遇…♥嘰ーーーーー♥！」,「啊啊♥…就是我…被那些下級戰鬥員們同等對待…♥啊啊啊啊啊！」,,"""Aah♥... I'm being... treated the same way as those junior soldiers...♥ Kiiiiiiii♥!""",「아앗♥… 이 내가… 저 하급 전투원들과 같은 취급을…♥ 키이ーーーーーー잇♥!」,「啊啊♥…我居然…受到和那些下级战斗员一样的待遇…♥吱ーーーーー♥！」
,,,,,,,,,,
Hisui.Horny2-38,ヒスイ,「キィーーーーッ♥！はあっ♥、男性戦闘員様っ♥、はあっ♥」,「キィーーーーッ♥！はあっ♥、男性戦闘員様っ♥、はあっ♥」,,「嘰ーーーー♥！哈啊♥、男性戰鬥員先生♥、哈啊♥」,「啊啊啊啊啊♥！呼呼♥、男性戰鬥員大人♥、呼呼♥」,,"""Kiiiii♥! Haah♥ haah♥""","「키이ーーーー잇♥! 하앗♥, 남성 전투원님♥, 하앗♥」",「吱ーーーー♥！哈啊♥、男性战斗员先生♥、哈啊♥」
,,,,,,,,,,
Hisui.Horny2-39,エレナ,「きぃーーーっ♥！はあっ♥、はあっ♥」,「きぃーーーっ♥！はあっ♥、はあっ♥」,,「嘰ーーーー♥！哈啊♥、哈啊♥」,「啊啊啊啊啊♥！呼呼♥、呼呼♥」,,"""Kiiiii♥! Haah♥, haah♥""","「키이ーーー잇♥! 하앗♥, 하앗♥」",「吱ーーーー♥！哈啊♥、哈啊♥」
,,,,,,,,,,
Hisui.Horny2-40,ヒスイ,「ふふっ♥、無様ですよっ…エレナ様…いいえ♥下級戦闘員っ♥」,「ふふっ♥、無様ですよっ…エレナ様…いいえ♥下級戦闘員っ♥」,,「呵呵♥，真是狼狽啊…艾蓮娜大人…不對♥是下級戰鬥員♥」,「呼呼♥、很不像樣呢…艾蓮娜大人…不對♥下級戰鬥員♥」,,"""Fufu♥, how pathetic... Erena... no, I mean... junior soldier♥""","「후훗♥, 꼴사납군요… 엘레나 님… 아니요♥ 하급 전투원♥」",「呵呵♥、真是狼狈啊…艾莲娜大人…不对♥是下级战斗员♥」
,,,,,,,,,,
Hisui.Horny2-41,エレナ,「キィーーーーッ！はあっ♥、うっ♥、私がこんな下級戦闘員に…っ♥」,「キィーーーーッ！はあっ♥、うっ♥、私がこんな下級戦闘員に…っ♥」,,「嘰ーーーー！哈啊♥、唔♥，我居然淪落到這種下級戰鬥員的境地…唔♥」,「啊啊啊啊啊！呼呼♥、嗚♥、我竟然被這種下級戰鬥員…♥」,,"""Kiiiii! Haah♥, uh♥, I've become such a junior soldier...♥""","「키이ーーーー잇! 하앗♥, 윽♥, 내가 이런 하급 전투원에게…윽♥」",「吱ーーーー！哈啊♥、唔♥、我居然沦落到这种下级战斗员的境地…唔♥」
,,,,,,,,,,
Hisui.Horny2-42,戦闘員,「ぐっ…うっ…出すぞっ…受け止めろっ！」,「ぐっ…うっ…出すぞっ…受け止めろっ！」,,「唔…嗚…要射了…接住！」,「咕嗚…嗚…發射了…接住吧！」,,"""Guh... uh... I'm coming... take it!""",「크윽… 윽… 싼다… 받아라!」,「唔…呜…要射了…接住！」
,,,,,,,,,,
Hisui.Horny2-43,ヒスイ,「キィーーーーーッ♥！了解しましたっ！」,「キィーーーーーッ♥！了解しましたっ！」,,「嘰ーーーーー♥！瞭解！」,「啊啊啊啊啊♥！明白了！」,,"""Kiiiiiiii♥! Roger that!""",「키이ーーーーー잇♥! 알겠습니다!」,「吱ーーーーー♥！了解！」
,,,,,,,,,,
Hisui.Horny2-44,エレナ,「キィーーーーーーッ♥！はいっ♥、男性戦闘員様ぁ♥いつでもお出しくださいっ♥」,「キィーーーーーーッ♥！はいっ♥、男性戦闘員様ぁ♥いつでもお出しくださいっ♥」,,「嘰ーーーーー♥！好的♥，男性戰鬥員先生♥請您隨時都射出來♥」,「啊啊啊啊啊啊♥！好的♥、男性戰鬥員大人♥隨時都可以出動哦♥」,,"""Kiiiiiiiii♥! Yes♥ please come anytime♥""","「키이ーーーーーー잇♥! 네엣♥, 남성 전투원님아♥ 언제든지 싸주세요♥」",「吱ーーーーー♥！好的♥、男性战斗员先生♥请您随时都射出来♥」
,,,,,,,,,,
Hisui.Horny2-45,Hisui＆Erena　２－５,ドクッ、ドクドクドクッ！！,ドクッ、ドクドクドクッ！！,,咚、咚咚咚！！,滴滴、滴滴滴滴滴！！,,"Spurt, spurt, spurt, spurt!!","도큣, 도크도크도크!!",咚、咚咚咚！！
,,,,,,,,,,
Hisui.Horny2-46,ヒスイ,「お゛おっ♥！キィーーーーーーッ♥！キィーーーーーーッ♥！！」,「お゛おっ♥！キィーーーーーーッ♥！キィーーーーーーッ♥！！」,,「喔喔♥！嘰ーーーーー♥！嘰ーーーーー♥！！」,「喔喔♥！啊啊啊啊啊啊♥！啊啊啊啊啊啊♥！！」,,"""Ohhh♥! Kiiiiiiii♥! Kiiiiiiii♥!!""",「오옷 오옷♥! 키이ーーーーーー잇♥! 키이ーーーーーー잇♥!!」,「喔喔♥！吱ーーーーー♥！吱ーーーーー♥！！」
,,,,,,,,,,
Hisui.Horny2-47,エレナ,「ああっ♥、キィーーーーーーッ！低級の戦闘員の精液がっ…私にっ♥」,「ああっ♥、キィーーーーーーッ！低級の戦闘員の精液がっ…私にっ♥」,,「啊啊♥，嘰ーーーーー！下級戰鬥員的精液居然射進我體內♥」,「啊啊♥、啊啊啊啊啊啊！低級戰鬥員的精液…噢♥流進我體內了♥」,,"""Aah♥, Kiiiiiiii! A junior soldier's semen... in me♥""","「아앗♥, 키이ーーーーーー잇! 저급 전투원 정액이… 나에게♥」",「啊啊♥、吱ーーーーー！低级战斗员的精液居然射进我体内♥」
,,,,,,,,,,
Hisui.Horny2-48,ヒスイ,「キィーーーーッ！はあっ♥、はあっ♥、射精確認ですっ…♥」,「キィーーーーッ！はあっ♥、はあっ♥、射精確認ですっ…♥」,,「嘰ーーーー！哈啊♥、哈啊♥、射精確認♥…♥」,「啊啊啊啊啊！呼♥、呼♥、射精確認完畢…♥」,,"""Kiiiii! Haah♥, haah♥, ejaculation confirmed...♥""","「키이ーーーー잇! 하앗♥, 하앗♥, 사정 확인입니다…♥」",「吱ーーーー！哈啊♥、哈啊♥、射精确认♥…♥」
,,,,,,,,,,
Hisui.Horny2-49,エレナ,「はあっ♥、下級戦闘員の雑魚マンコっ♥…お出しいただきありがとうございましたっ♥」,「はあっ♥、下級戦闘員の雑魚マンコっ♥…お出しいただきありがとうございましたっ♥」,,「哈啊♥、下級戰鬥員的雜魚小穴♥…感謝您射精了♥」,「呼♥、下級戰鬥員的菜鳥傢伙呢♥…感謝您的出動♥」,,"""Haah♥, a junior soldier's trash pussy♥... thank you for coming♥""","「하앗♥, 하급 전투원의 허접 보지♥… 싸주셔서 감사합니다♥」",「哈啊♥、下级战斗员的杂鱼小穴♥…感谢您射精了♥」
,,,,,,,,,,
Hisui.Horny2-50,ヒスイ＆エレナ,「「キィーーーーーーッ♥♥！！」」,「「キィーーーーーーッ♥♥！！」」,,「「嘰ーーーーー♥♥！！」」,「「啊啊啊啊啊啊♥♥！！」」,,"""Kiiiiiiii♥♥!!""",「「키이ーーーーーー잇♥♥!!」」,「吱ーーーーー♥♥！！」「吱ーーーーー♥♥！！」
,,,,,,,,,,
Hisui.Horny2-51,ヒスイ,(ああっ♥…私のような下級戦闘員がエレナ様と一緒に快楽を享受できるなんて…♥),(ああっ♥…私のような下級戦闘員がエレナ様と一緒に快楽を享受できるなんて…♥),,（啊啊♥…像我這種下級戰鬥員居然能和艾蓮娜大人一起享受快感…♥）,「啊啊♥…像我這樣的下級戰鬥員能和艾蓮娜大人一起享受快樂…♥」,,(Aah♥... for a junior soldier like me to share pleasure with Erena...),(아앗♥… 저 같은 하급 전투원이 엘레나 님과 함께 쾌락을 누릴 수 있다니…♥),（啊啊♥…像我这种下级战斗员居然能和艾莲娜大人一起享受快感…♥）
,,,,,,,,,,
Hisui.Horny2-52,,(これ以上ない光栄ですっ♥…下級戦闘員さいこうっ…♥),(これ以上ない光栄ですっ♥…下級戦闘員さいこうっ…♥),,（這是最大的榮幸了♥…下級戰鬥員最棒了…♥）,(再也沒有比這更光榮的了♥…下級戰鬥員最棒了…♥),,(There's no greater honor♥... being a junior soldier is the best...♥),(이 이상 없는 영광입니다…♥… 하급 전투원 최고…♥),（这是最大的荣幸了♥…下级战斗员最棒了…♥）
,,,,,,,,,,
Hisui.Horny2-53,,(キィーーーーーーッ！財団に忠誠をっ♥財団に忠誠をっ♥),(キィーーーーーーッ！財団に忠誠をっ♥財団に忠誠をっ♥),,（嘰ーーーーー！向財團獻上忠誠♥向財團獻上忠誠♥）,「啊啊啊啊啊啊ーーーーー♥！對財團忠誠♥對財團忠誠♥」,,(Kiiiiiiii! Loyalty to the Foundation♥ Loyalty to the Foundation♥),(키이ーーーーーー잇! 재단에 충성을♥ 재단에 충성을♥),（吱ーーーーー！向财团献上忠诚♥向财团献上忠诚♥）
,,,,,,,,,,
Hisui.Horny2-54,,(キィーーーーーーッ♥！！！),(キィーーーーーーッ♥！！！),,（嘰ーーーーー♥！！！）,(啊啊啊啊啊啊♥！！！),,(Kiiiiiiii♥!!!),(키이ーーーーーー잇♥!!!),（吱ーーーーー♥！！！）
,,,,,,,,,,
,,――――――――,――――――――,,――――――――,――――――――,,...,――――――――,――――――――
,,,,,,,,,,
,,――――,――――,,――――,――――――――,,...,――――,――――
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Hisui  Scene　Seikaku,注釈,聖核シーン,,聖核ちシーン,,,,,성핵 이벤트,
,,,,,,,,,,
Hisui.Core1-1,背景：アジト,K46号が下級戦闘員として任務に従事する中――――,K46号が下級戦闘員として任務に従事する中――――,,K46號作為下級戰鬥員執行任務時――――,K46號作為一名下級戰鬥員參與任務時――――,,While K46 was carrying out her duties as a junior soldier...,K46호가 하급 전투원으로서 임무에 종사하는 중――――,K46号作为下级战斗员执行任务时――――
,,,,,,,,,,
Hisui.Core1-2,072号,「……ここにいましたか、K46号。連絡があります。」,「……ここにいましたか、K46号。連絡があります。」,,「……妳在這裡啊，K46號。我有事通知妳。」,「……K46號，你在這裡嗎。有消息。」,,"""...Here you are, K46. I have a message for you.""","「……여기 있었습니까, K46호. 연락이 있습니다.」",「……你在这里啊，K46号。我有事通知你。」
,,,,,,,,,,
Hisui.Core1-3,K46号,「キィーーーッ！なんでしょうか？」,「キィーーーッ！なんでしょうか？」,,「嘰ーーー！請問是什麼事？」,「咦──！怎麼了？」,,"""Kiiiii! What is it?""",「키이ーーー잇! 무엇입니까?」,「吱ーーー！请问是什么事？」
,,,,,,,,,,
Hisui.Core1-4,072号,「先日行った検査の結果、あなたの体内に異常が確認されました。」,「先日行った検査の結果、あなたの体内に異常が確認されました。」,,「根據前幾天進行的檢查結果，妳的體內確認有異常。」,「根據最近進行的檢查結果，確認到您體內存在異常。」,,"""According to the results of the recent examination, an abnormality was detected in your body.""","「얼마 전 실시한 검사 결과, 당신 체내에 이상이 확인되었습니다.」",「根据前几天进行的检查结果，你的体内确认有异常。」
,,,,,,,,,,
Hisui.Core1-5,K46号,「――――えっ…！」,「――――えっ…！」,,「――――咦…！」,「───咦…！」,,"""Huh...!""",「――――엣…!」,「――――咦…！」
,,,,,,,,,,
Hisui.Core1-6,072号,「そういうわけで、K46号あなたは廃棄処分――――」,「そういうわけで、K46号あなたは廃棄処分――――」,,「所以呢，K46號妳本來會被廢棄處置————」,「因此，K46號你將被廢棄處分───」,,"""Therefore, K46, you will be disposed of...""","「그런 이유로, K46호 당신은 폐기 처분――――」",「所以呢，K46号你本来会被废弃处置――――」
,,,,,,,,,,
Hisui.Core1-7,K46号,「キィーーーーッ！財団の為でしたら喜んで！」,「キィーーーーッ！財団の為でしたら喜んで！」,,「嘰ーーーー！如果是為了財團，我樂意接受！」,「咦──！如果是為了財團，我樂意！」,,"""Kiiiii! If it's for the Foundation, I'll gladly accept!""",「키이ーーーー잇! 재단을 위해서라면 기꺼이!」,「吱ーーーー！如果是为了财团，我乐意接受！」
,,,,,,,,,,
Hisui.Core1-8,072号,「いえ、本来なら廃棄処分でしたが、あなたは優秀な下級戦闘員でしたので。廃棄ではなく治療が行われることになります。」,「いえ、本来なら廃棄処分でしたが、あなたは優秀な下級戦闘員でしたので。廃棄ではなく治療が行われることになります。」,,「不，本來是廢棄處置，但因為妳是優秀的下級戰鬥員。所以不是廢棄而是進行治療。」,「不，本來應該是廢棄處分的，但由於您是優秀的下級戰鬥員。將進行治療，而非廢棄。」,,"""No, you were supposed to be disposed of, but since you've been an excellent junior soldier, you'll receive treatment instead of disposal.""","「아니요, 본래라면 폐기 처분이었지만, 당신은 우수한 하급 전투원이었으므로. 폐기가 아닌 치료가 행해지게 됩니다.」",「不，本来是废弃处置，但因为你是优秀的下级战斗员。所以不是废弃而是进行治疗。」
,,,,,,,,,,
Hisui.Core1-9,K46号,「！、キィーーーッ！身に余る光栄でありますっ！」,「！、キィーーーッ！身に余る光栄でありますっ！」,,「！嘰ーーー！這是莫大的榮幸！」,「！咦──！這是身不由己的光榮！」,,"""Kiiiii! It's an honor beyond what I deserve!""","「!, 키이ーーー잇! 몸 둘 바를 모를 영광입니다!」",「！、吱ーーー！这是莫大的荣幸！」
,,,,,,,,,,
Hisui.Core1-10,072号,「これから研究センターへ行きます。ついてきなさい。」,「これから研究センターへ行きます。ついてきなさい。」,,「接下來要去研究中心。跟著我來。」,「我們要前往研究中心了。跟上來吧。」,,"""We're going to the research center now. Follow me.""",「이제부터 연구 센터로 갑니다. 따라오십시오.」,「接下来要去研究中心。跟着我来。」
,,,,,,,,,,
Hisui.Core1-11,K46号,「キィーーーーーーッ！！」,「キィーーーーーーッ！！」,,「嘰ーーーーーー！！」,「咦──！！」,,"""Kiiiiiiii!!""",「키이ーーーーーー잇!!」,「吱ーーーーーー！！」
,,,,,,,,,,
,Hisui core 1-1,,,,,,,,,
,,,,,,,,,,
Hisui.Core1-12,,財団研究施設にて,財団研究施設にて,,於財團研究設施,在財團研究設施內。,,At the Foundation research facility,재단 연구 시설에서,于财团研究设施
,,,,,,,,,,
Hisui.Core1-13,,K46号は聖核戦姫の格好となり、シーツの上で股を広げていた,K46号は聖核戦姫の格好となり、シーツの上で股を広げていた,,K46號換上聖核戰姫的服裝，在床單上張開雙腿,K46號變身為聖核戰姬的造型，坐在床單上張開雙腿。,,"K46 was dressed as a Holy Core Battlemaiden, spreading her legs on the sheets.","K46호는 성핵전희 모습으로, 시트 위에서 다리를 벌리고 있었다",K46号换上圣核战姫的服装，在床单上张开双腿
,,,,,,,,,,
