Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,
Dialog.DLC2-3-29,,【対象の意識の覚醒を確認。只今より戦闘員化プログラムを開始します。】,【確認目標意識已覺醒。現在開始戰鬥員化程序。】,,【対象の意識の覚醒を確認。只今より戦闘員化プログラムを開始します。】,【確認目標意識覺醒。現在開始戰鬥員化程式。】,[Subject's consciousness awakening confirmed. Beginning soldier conversion program now.],【대상의 의식 각성 확인. 지금부터 전투원화 프로그램을 개시합니다.】,【确认目标意识觉醒。现在开始战斗员化程序。】
,,,,,,,,,
Dialog.DLC2-3-30,京,「！…そういう事か…？」,「！…原來如此…？」,,「！…そういう事か…？」,「！…原來是這麽一回事…？」,"""...! ...So that's how it is...?""",「!… 그런 건가…?」,「！…原来是这么一回事…？」
,,,,,,,,,
Dialog.DLC2-3-31,,【戦闘員化プログラム中の不要な思考は禁止されます。】,【戰鬥員化程序中不必要的思考被禁止。】,,【戦闘員化プログラム中の不要な思考は禁止されます。】,【戰鬥員化程式中禁止不必要的思考。】,[Unnecessary thoughts during soldier conversion program are prohibited.],【전투원화 프로그램 중 불필요한 사고는 금지됩니다.】,【战斗员化程序中禁止不必要的思考。】
,Kei story DLC1ｰ1,,,,,,,,
Dialog.DLC2-3-32,,バチッ！、バチバチバチッ！！,哔啦！哔哔哔啦！！,,バチッ！、バチバチバチッ！！,啪滋！、啪滋啪滋啪滋！！,"Zap! Bzzzt, bzzzt, bzzzt!","바칫!, 바치바치바칫!!",啪滋！、啪滋啪滋啪滋！！
,,,,,,,,,
Dialog.DLC2-3-33,京,「ぐっ…！なるほどね……。私を戦闘員化装置で洗脳して組織に従せようと。」,「咕…！原來如此……。想要透過戰鬥員化裝置洗腦我，讓我服從組織嗎。」,,「ぐっ…！なるほどね……。私を戦闘員化装置で教育して組織に従せようと。」,「咕…！原來如此……。想用戰鬥員化裝置教育我，讓我服從組織。」,"""Guh...! I see... You're trying to re-educate me with the soldier conversion device to make me obey the organization.""",「크윽…! 과연……. 나를 전투원화 장치로 세뇌해서 조직에 따르게 하려고.」,「咕…！原来如此……。想用战斗员化装置教育我，让我服从组织。」
,,,,,,,,,
Dialog.DLC2-3-34,,【戦闘員化プログラム中の不要な思考は禁止されます。】,【戰鬥員化程序中不必要的思考被禁止。】,,【戦闘員化プログラム中の不要な思考は禁止されます。】,【戰鬥員化程式中禁止不必要的思考。】,[Unnecessary thoughts during soldier conversion program are prohibited.],【전투원화 프로그램 중 불필요한 사고는 금지됩니다.】,【战斗员化程序中禁止不必要的思考。】
,,,,,,,,,
Dialog.DLC2-3-35,,バチッ！、バチバチバチッ！！,哔啦！哔哔哔啦！！,,バチッ！、バチバチバチッ！！,啪滋！啪滋啪滋啪滋！！,"Zap! Bzzzt, bzzzt, bzzzt!","바칫!, 바치바치바칫!!",啪滋！、啪滋啪滋啪滋！！
,,,,,,,,,
Dialog.DLC2-3-36,京,「でも残念だったね…この装置の設計者は私だ。当然システムの穴も知っているっ！」,「可惜了呢…這裝置的設計者是我。當然也知道系統的漏洞！」,,「でも残念だったね…この装置の設計者は私だ。当然システムの穴も知っているっ！」,「但可惜了呢…這個裝置的設計者是我。當然也知道系統的漏洞！」,"""But too bad for you... I designed this device. Of course I know the system's vulnerabilities!""",「하지만 유감이었네… 이 장치 설계자는 나야. 당연히 시스템의 허점도 알고 있어!」,「但可惜了呢…这个装置的设计者是我。当然也知道系统的漏洞！」
,,,,,,,,,
Dialog.DLC2-3-37,,「……逆に思考パターンを調整すればこの洗脳システムをハックできるはず…」,「……反過來調整思考模式，應該可以駭入這洗腦系統…」,,「……逆に思考パターンを調整すればこの洗脳システムをハックできるはず…」,「……反過來調整思考模式的話，應該能駭進這個洗腦系統…」,"""...If I adjust my thought patterns in reverse, I should be able to hack this brainwashing system...""",「……반대로 사고 패턴을 조정하면 이 세뇌 시스템을 해킹할 수 있을 거야…」,「……反过来调整思考模式的话，应该能骇进这个洗脑系统…」
,,,,,,,,,
Dialog.DLC2-3-38,,「そうと分かればまずは精神を集中させて……」,「既然如此，首先要集中精神……」,,「そうと分かればまずは精神を集中させて……」,「既然知道，首先集中精神……」,"""Now I'll concentrate...""",「그렇다면 우선 정신을 집중시켜서……」,「既然知道，首先集中精神……」
,,,,,,,,,
Dialog.DLC2-3-39,,【対象者の身体をスキャン中。筋肉量及び胸部値の戦闘員平均値に対し大幅な不足を確認】,【正在掃描目標者的身體。確認肌肉量和胸部值明顯低於戰鬥員平均值】,,【対象者の身体をスキャン中。筋肉量及び胸部値の戦闘員平均値に対し大幅な不足を確認】,【掃描目標身體中。確認肌肉量及胸部值大幅低於戰鬥員平均值】,[Scanning target's body. Significant deficiency in muscle mass and chest measurements compared to soldier average confirmed.],【대상자 신체 스캔 중. 근육량 및 흉부 수치가 전투원 평균치에 비해 현저히 부족함 확인】,【扫描目标身体中。确认肌肉量及胸部值大幅低于战斗员平均值】
,,,,,,,,,
Dialog.DLC2-3-40,,【戦闘員化プログラムの前に胸部の改造を行います】,【在戰鬥員化計畫之前進行胸部改造】,,【戦闘員化プログラムの前に胸部の改造を行います】,【戰鬥員化程式前進行胸部改造】,[Chest modification will be performed before soldier conversion program.],【전투원화 프로그램 전에 흉부 개조를 실시합니다】,【战斗员化程序前进行胸部改造】
,,,,,,,,,
Dialog.DLC2-3-41,京,「なっ…！何だとっ失礼な…！？」,「嗯…！什麼意思啊…失禮！」,,「なっ…！何だとっ失礼な…！？」,「啥…！什麼啊太失禮了…！？」,"""What...! How rude...?!""",「뭣…! 뭐라고 실례잖아…!?」,「啥…！什么啊太失礼了…！？」
,,,,,,,,,
Dialog.DLC2-3-42,Kei story DLC1-3,チィイイン……ビシュッッ！！！！！,清藤 艾蓮娜……嘭！！！！,,チィイイン……ビシュッッ！！！！！,滋────……啪咻！！！！！,Whirrrr... Bzzzap!,치이잉…… 비슛!!!!!,滋────……啪咻！！！！！
,,,,,,,,,
Dialog.DLC2-3-43,京,「ひぎゅうっ！？」,「嗚咕！？」,,「ひぎゅうっ！？」,「嗚咕！？」,"""Hgggg!""",「히규웃!?」,「呜咕！？」
,,,,,,,,,
Dialog.DLC2-3-44,京,「んあっ♥、そうかっ…！本来私ぐらいの体重と身長だと戦闘員としては規格に合わない……ッ！」,「嗯啊♥，原來如此…！以我這樣的體重和身高，作為戰鬥員不符合規格……！」,,「んあっ♥、そうかっ…！本来私ぐらいの体重と身長だと戦闘員としては規格に合わない……ッ！」,「嗯啊♥，原來如此…！原本像我這種體重和身高，作為戰鬥員不符合規格……！」,"""Nah♥ I see...! Originally someone with my weight and height doesn't meet combatant specifications...!""","「응앗♥, 그런가…! 원래 나 정도 체중과 신장으로는 전투원으로서 규격에 맞지 않아……윽!」",「嗯啊♥，原来如此…！原本像我这种体重和身高，作为战斗员不符合规格……！」
,,,,,,,,,
Dialog.DLC2-3-45,,「それを無理やり改造しようとしているから……っ！？」,「因為試圖強行改造她……！」,,「それを無理やり改造しようとしているから……っ！？」,「所以才要強行改造……！？」,"""So it's trying to forcibly modify me...?!""",「그걸 억지로 개조하려고 하니까……윽!?」,「所以才要强行改造……！？」
,,,,,,,,,
Dialog.DLC2-3-46,,ジュッ！ジュウウウウウウウッ！！,猫宮 京！猫宮 京！！,,ジュッ！ジュウウウウウウウッ！！,滋！滋滋滋滋滋滋！！,Bzzzzz... Bzzzz...,쥿! 쥬우우우우우우웃!!,滋！滋滋滋滋滋滋！！
,,,,,,,,,
Dialog.DLC2-3-47,京,「お゛っ♥、おっぱいがっ…焼けるっ♥！！！」,「喔♥，胸部…燒焦了♥！！！」,,「お゛っ♥、おっぱいがっ…焼けるっ♥！！！」,「噢♥，胸部…燒起來了♥！！！」,"""Ooh♥ my breasts are... burning♥!!!""","「오옷 옷♥, 가슴이… 타들어가♥!!!」",「噢♥，胸部…烧起来了♥！！！」
,,,,,,,,,
Dialog.DLC2-3-48,,【改造進行度３％、引き続き肉体改造を進行します。】,【改造進行度３％，將繼續進行肉體改造。】,,【改造進行度３％、引き続き肉体改造を進行します。】,【改造進行度３％，繼續進行肉體改造。】,"[Modification progress 3%, continuing physical modification.]","【개조 진행도 ３％, 계속해서 육체 개조를 진행합니다.】",【改造进行度３％、继续进行肉体改造。】
,,,,,,,,,
Dialog.DLC2-3-49,,「ま、まずいっ♥、このままでは頭が無事でも体が終わってしまうっ♥！！」,「糟糕了♥，這樣下去即使頭腦完好，身體也會完蛋的♥！！」,,「ま、まずいっ♥、このままでは頭が無事でも体が終わってしまうっ♥！！」,「不、不妙♥，這樣下去就算腦袋沒事身體也完了♥！！」,"""T-this is bad♥ At this rate, even if my mind survives, my body will be finished♥!!""","「자, 잘못하면♥, 이대로는 머리가 무사해도 몸이 끝장나버려♥!!」",「不、不妙♥，这样下去就算脑袋没事身体也完了♥！！」
,,,,,,,,,
Dialog.DLC2-3-50,,「早く装置をハックして止めなければっ！！」,「快點駭入裝置停止它！！」,,「早く装置をハックして止めなければっ！！」,「得快點駭進裝置停下來！！」,"""I need to hack the device and stop it quickly!!""",「빨리 장치를 해킹해서 멈춰야 해!!」,「得快点骇进装置停下来！！」
,,,,,,,,,
Dialog.DLC2-3-51,,そして京は精神を集中させ洗脳装置への接続を試みるが――――,然後京集中精神，試圖連接洗腦裝置——,,そして京は精神を集中させ教育装置への接続を試みるが――――,於是京集中精神試圖連接教育裝置，但────,"Kei then focused and attempted to connect to the re-educating device, but...",그렇게 케이는 정신을 집중시켜 세뇌 장치에 접속을 시도하지만――――,于是京集中精神试图连接教育装置，但────
,,,,,,,,,
Dialog.DLC2-3-52,,【対象者の脳波を測定中。規定数値を大幅に上回るIQを検出しました。】,【正在測量目標者的腦波。檢測到遠超規定數值的高智商。】,,【対象者の脳波を測定中。規定数値を大幅に上回るIQを検出しました。】,【測量目標腦波中。檢測到大幅超過規定數值的IQ。】,[Measuring target's brainwaves. IQ significantly exceeding standard values detected.],【대상자 뇌파 측정 중. 규정 수치를 현저히 상회하는 IQ를 검출했습니다.】,【测量目标脑波中。检测到大幅超过规定数值的IQ。】
,,,,,,,,,
Dialog.DLC2-3-53,京,「…………っ！！」,「…………！！」,,「…………っ！！」,「…………！！」,"""...!!""",「…………윽!!」,「…………！！」
,,,,,,,,,
Dialog.DLC2-3-54,,【胸部改造と並行してIQ低下改造を実施します。】,【在進行胸部改造的同時，將進行智商下降改造。】,,【胸部改造と並行してIQ低下改造を実施します。】,【將在進行胸部改造的同時，一併實施智商降低改造。】,[IQ reduction modification will be implemented in parallel with chest modification.],【흉부 개조와 병행하여 IQ 저하 개조를 실시합니다.】,【将在进行胸部改造的同时，一并实施智商降低改造。】
,,,,,,,,,
Dialog.DLC2-3-55,京,「なっ…！IQ低下っ！？」,「嗯…！智商下降！？」,,「なっ…！IQ低下っ！？」,「啥…！智商降低！？」,"""What...! IQ reduction?!""",「뭣…! IQ 저하!?」,「啥…！智商降低！？」
,,,,,,,,,
Dialog.DLC2-3-56,,「そんな機能はつけていなかったはずだっ！ドクターか？余計な機能を――――っ！？」,「應該沒有加上那種功能！博士？多餘的功能——！」,,「そんな機能はつけていなかったはずだっ！ドクターか？余計な機能を――――っ！？」,「本來應該沒有這種功能的！是博士嗎？加了多餘的功能────！？」,"""I didn't add that function! Was it the Doctor? Adding unnecessary features...?!""",「그런 기능은 달아두지 않았을 텐데! 닥터인가? 쓸데없는 기능을――――잇!?」,「本来应该没有这种功能的！是博士吗？加了多馀的功能────！？」
,,,,,,,,,
Dialog.DLC2-3-57,,バチッ、バチバチバチッッ！！！,「嘭、嘭嘭嘭嘭嘭！！！」,,バチッ、バチバチバチッッ！！！,啪滋、啪滋啪滋啪滋！！！,"Zap! Bzzzt, bzzzt, bzzzt!","바칫, 바치바치바칫!!",啪滋、啪滋啪滋啪滋！！！
,,,,,,,,,
Dialog.DLC2-3-58,京,「お゛ほっ！？、お゛っ♥、お゛お～～っ♥？！あ゛、あたまがっ…！？！！」,「噢呵！？ 噢♥ 噢噢～～♥？！啊、頭腦…！？！！」,,「お゛ほっ！？、お゛っ♥、お゛お～～っ♥？！あ゛、あたまがっ…！？！！」,「喔、嗚！？喔♥、喔喔～～♥？！啊、我、我的腦袋…！？！！」,"""Ohoh?! Oh♥ oooh♥?! Ah, my head...?!!!""","「오옷 홋!?, 오옷 옷♥, 오옷 오~~옷♥?! 아옷 , 머리가…!?!!」",「喔、呜！？、喔♥、喔喔～～♥？！啊、我、我的脑袋…！？！！」
,,,,,,,,,
Dialog.DLC2-3-59,,「や、やばいっ…♥！？、ただでさえおっぱいを改造されてるというのにっ♥！？」,「糟糕了…♥！？明明已經被改造過胸部了♥！？」,,「や、やばいっ…♥！？、ただでさえおっぱいを改造されてるというのにっ♥！？」,「不、不妙…♥！？光是胸部被改造就夠我受的了♥！？」,"""T-this is bad...♥?! Even though my breasts are already being modified♥?!""","「위, 위험해…♥!?, 가슴 개조당하는 것만으로도 이런데♥!?」",「不、不妙…♥！？、光是胸部被改造就够我受的了♥！？」
,,,,,,,,,
Dialog.DLC2-3-60,,「脳みそまで同時に改造されたらぁ…っ♥、抗えなくなってしまうっ……♥！！？」,「腦袋同時被改造的話…♥，就無法抗拒了……♥！！？」,,「脳みそまで同時に改造されたらぁ…っ♥、抗えなくなってしまうっ……♥！！？」,「腦袋也同時被改造的話…♥，就抵抗不了了……♥！！？」,"""If my brain is modified at the same time...♥ I won't be able to resist anymore...♥!!?""","「뇌까지 동시에 개조당하면…윽♥, 저항할 수 없게 돼버려……♥!!?」",「脑袋也同时被改造的话…♥，就抵抗不了了……♥！！？」
,,,,,,,,,
Dialog.DLC2-3-61,,バチッ、バチバチバチッッ！！！,「嘭、嘭嘭嘭嘭嘭！！！」,,バチッ、バチバチバチッッ！！！,啪滋、啪滋啪滋啪滋！！！,"Zap! Bzzzt, bzzzt, bzzzt!","바칫, 바치바치바칫!!",啪滋、啪滋啪滋啪滋！！！
,,,,,,,,,
Dialog.DLC2-3-62,,「お゛っほっ！？、ま、まずいっ♥、乳首に快楽光線を発射されているせいでっ…♥思考がまとまらないっ…♥」,「噢呵！？ 糟、糟糕了♥，因為乳頭被發射快感光線的緣故…♥思緒無法集中…♥」,,「お゛っほっ！？、ま、まずいっ♥、乳首に快楽光線を発射されているせいでっ…♥思考がまとまらないっ…♥」,「噢吼！？不、不妙♥，因為乳頭被快樂光線射擊…♥思考集中不了…♥」,"""Ohoh?! T-this is bad♥ Because pleasure rays are being shot at my nipples...♥ I can't organize my thoughts...♥""","「오옷 옷홋!?, 위, 위험해♥, 유두에 쾌락 광선 발사되고 있어서…♥ 생각이 정리되지 않아…♥」",「噢吼！？、不、不妙♥，因为乳头被快乐光线射击…♥思考集中不了…♥」
,,,,,,,,,
Dialog.DLC2-3-63,,「あたまも改造されてっ…♥、IQがさがるっ♥、ばかになっちゃううぅぅ♥！？！？」,「頭腦也被改造了…♥，智商下降了♥，變笨了呜呜呜♥！？！？」,,「あたまも改造されてっ…♥、IQがさがるっ♥、ばかになっちゃううぅぅ♥！？！？」,「腦袋也被改造…♥、IQ降低了♥、會變笨啊啊啊♥！？！？」,"""My head is being modified too...♥ My IQ is dropping♥ I'm becoming stuuupid♥?!?!""","「머리도 개조당해서…♥, IQ가 내려가♥, 바보가 되어버려어어어♥!?!?」",「脑袋也被改造…♥、IQ降低了♥、会变笨啊啊啊♥！？！？」
,,,,,,,,,
Dialog.DLC2-3-64,,「お゛っ♥、やばっ♥、えへっ♥、乳首ッ♥、ビクビクしてるっ♥！？」,「噢呵♥，糟糕♥，嘿嘿♥，乳頭♥，在抖動呢♥！？」,,「お゛っ♥、やばっ♥、えへっ♥、乳首ッ♥、ビクビクしてるっ♥！？」,「哦♥，不妙♥、欸嘿♥、乳頭♥的顫抖停不下來♥！？」,"""Oh♥ oh no♥ eheh♥ my nipples♥ are twitching♥?!""","「오옷 옷♥, 위험해♥, 에헷♥, 유두♥, 움찔움찔하고 있어♥!?」",「哦♥，不妙♥、欸嘿♥、乳头♥的颤抖停不下来♥！？」
,,,,,,,,,
Dialog.DLC2-3-65,,【脳改造進行度8%。改造は順調に進行中です。】,【腦改造進行度8%。改造順利進行中。】,,【脳改造進行度8%。改造は順調に進行中です。】,【腦改造進行度8%。改造順利進行中。】,[Brain modification progress 8%. Modification proceeding smoothly.],【뇌 개조 진행도 8%. 개조는 순조롭게 진행 중입니다.】,【脑改造进行度8%。改造顺利进行中。】
,,,,,,,,,
Dialog.DLC2-3-66,,「ほ゛おっ♥！？ひぎぃいぃいっ♥！？」,「噢呵♥！？嘿吱吱呀♥！？」,,「ほ゛おっ♥！？ひぎぃいぃいっ♥！？」,「哦♥！？嗚咕────♥！？」,"""Hooh♥?! Hgggg♥?!""",「호옷 오옷♥!? 히기이이이잇♥!?」,「哦♥！？呜咕────♥！？」
,,,,,,,,,
Dialog.DLC2-3-67,,「ぐっ♥、わらしはっ♥、あらがうぞっ♥、えへっ♥、この私がっ♥、あんな惨めなクソ雑魚戦闘員なんぞにっ♥、なってたまるかっ♥、お゛っ！？」,「咕♥，我是♥，要與你對抗了♥，嘿嘿♥，我這樣的♥，怎麼可能成為那種可憐的爛泥戰鬥員♥，絕不會允許♥，噢呵！？」,,「ぐっ♥、わらしはっ♥、あらがうぞっ♥、えへっ♥、この私がっ♥、あんな惨めなクソ雑魚戦闘員なんぞにっ♥、なってたまるかっ♥、お゛っ！？」,「咕♥，我♥、要抵抗♥、欸嘿♥、我♥、怎麼可能變成那種可憐的廢柴戰鬥員♥喔！？」,"""Guh♥ I'll reshisht♥ eheh♥ As if I♥ would become shuch a pathetic soldier... No way♥ Oh?!""","「크윽♥, 나는♥, 저항하겠어♥, 에헷♥, 감히 내가♥, 저런 비참한 망할 잡것 전투원 따위로♥, 될 리가 없잖아♥, 오옷 옷!?」",「咕♥，我♥、要抵抗♥、欸嘿♥、我♥、怎么可能变成那种可怜的废柴战斗员♥喔！？」
,,,,,,,,,
Dialog.DLC2-3-68,,バチッ、バチバチバチッッ！！！,「嘣、嘣嘣嘣嘣嘣！！！」,,バチッ、バチバチバチッッ！！！,啪滋、啪滋啪滋啪滋！！！,"Zap! Bzzzt, bzzzt, bzzzt!","바칫, 바치바치바칫!!",啪滋、啪滋啪滋啪滋！！！
,,,,,,,,,
Dialog.DLC2-3-69,,「ひっぎゅうううっ♥、やばいいいぃっ♥、頭のなかこねこねされてっ♥、ばかになるぅうううっ♥！？」,「嘿吼吼♥，糟糕啊啊啊啊♥，腦被捏捏弄弄的♥，變笨啦啊啊啊啊♥！？」,,「ひっぎゅうううっ♥、やばいいいぃっ♥、頭のなかこねこねされてっ♥、ばかになるぅうううっ♥！？」,「嗚咕────♥、不妙────♥、腦袋裡被攪拌♥、要變笨了────♥！？」,"""Higyuuuu♥ this is baaad♥ My brain is being kneaded♥ I'm becoming stuuupid♥?!""","「히익규우우웃♥, 위험해애애애잇♥, 머릿속 휘저어져서♥, 바보가 되어버렷♥!?」",「呜咕────♥、不妙────♥、脑袋里被搅拌♥、要变笨了────♥！？」
,,,,,,,,,
Dialog.DLC2-3-70,,「ちくびもぉっ♥、れーじゃーやめろっ♥、私は上級幹部様だぞっ！！くしょがあああっ♥！！」,「乳頭也♥，雷槍別停♥，我可是高級幹部大人！！咕嗄啊啊啊♥！！」,,「ちくびもぉっ♥、れーじゃーやめろっ♥、私は上級幹部様だぞっ！！くしょがあああっ♥！！」,「乳頭也♥、雷射停下來♥、我可是上級幹部大人啊！！該死的啊啊啊♥！！」,"""My nipplesh too♥ shtop the lasersh♥ I'm a shenior executive!! Dammiiit♥!!""","「젖꼭지도오♥, 레이저 멈춰♥, 나는 상급 간부님이라고!! 젠자아아아앙!!」",「乳头也♥、雷射停下来♥、我可是上级干部大人啊！！该死的啊啊啊♥！！」
,,,,,,,,,
Dialog.DLC2-3-71,,【改造は順調に進行中。規定数値に達するまで改造を継続します。】,【改造進行順利。將繼續進行改造直到達到規定數值。】,,【改造は順調に進行中。規定数値に達するまで改造を継続します。】,【改造順利進行中。將持續改造直到達到規定數值。】,[Modification progressing smoothly. Modification will continue until standard values are reached.],【개조는 순조롭게 진행 중. 규정 수치에 도달할 때까지 개조를 계속합니다.】,【改造顺利进行中。将持续改造直到达到规定数值。】
,,,,,,,,,
,暗転,,,,,,,,
,,,,,,,,,
Dialog.DLC2-3-72,Kei story DLC1-4,京への改造が始まってから数十時間後,京的改造開始數十小時後。,,京への改造が始まってから数十時間後,自從開始對京進行改造後，過了數十個小時——,Several dozen hours after Kei’s modification began...,케이에 대한 개조가 시작된 지 수십 시간 후,自从开始对京进行改造后，过了数十个小时——
,,,,,,,,,
Dialog.DLC2-3-73,,ビクッ！……ビクッ！……ぷしゃああっっっ！,「嘁！……嘁！……噗夏啊啊啊啊！」,,ビクッ！……ビクッ！……ぷしゃああっっっ！,京的身體傳來劇烈痙攣的聲響。,Twitch!... Twitch!... Spurrrt!,비큿!…… 비큿!…… 푸샤아앗!!,京的身体传来剧烈痉挛的声响。
,,,,,,,,,
Dialog.DLC2-3-74,京,「ほお゛っ…？お゛っ……ほえっ？？」,「嗯…？噢……嘿？」,,「ほお゛っ…？お゛っ……ほえっ？？」,「呃……？啊……這、這是怎麼…？？」,"""Hooh...? Oh... hooooooh??""",「호오옷 옷…? 오옷 옷…… 호엣??」,「呃……？啊……这、这是怎么…？？」
,,,,,,,,,
Dialog.DLC2-3-75,,「あえ～～っ♥、お゛おっ♥、おっ♥、んあっ♥」,「啊～～♥，噢噢♥，喔♥，嗯啊♥」,,「あえ～～っ♥、お゛おっ♥、おっ♥、んあっ♥」,「啊欸～～♥、喔喔♥、喔♥、嗯啊♥」,"""Aeh♥ ooh♥ oh♥ nah♥""","「아에~~엣♥, 오옷 오옷♥, 옷♥, 응앗♥」",「啊欸～～♥、喔喔♥、喔♥、嗯啊♥」
,,,,,,,,,
Dialog.DLC2-3-76,,【胸部の肥大化と知能の低下が規定値に達しました。】,【胸部的肥大和智力下降已達到規定值。】,,【胸部の肥大化と知能の低下が規定値に達しました。】,【胸部的肥大化與知能的降低已達到規定值。】,[Chest enlargement and intelligence reduction have reached standard values.],【흉부 비대화와 지능 저하가 규정치에 도달했습니다.】,【胸部的肥大化与知能的降低已达到规定值。】
,,,,,,,,,
Dialog.DLC2-3-77,京,「あえっ…♥？、おっ♥？、お♥？？お゛ほっ！？」,「啊啊…♥？、喔♥？、喔♥？？噢♥嘿！？」,,「あえっ…♥？、おっ♥？、お♥？？お゛ほっ！？」,「喔、嗚！？喔♥、喔喔～～♥？！」,"""Aeh...♥? Oh♥? O♥?? Ohoh?!""","「아엣…♥?, 오옷♥?, 오♥?? 오옷 홋!?」",「喔、呜！？、喔♥、喔喔～～♥？！」
,,,,,,,,,
Dialog.DLC2-3-78,Kei story DLC 1-5,ビュルルルッルッ！ドビュッ！！,「嗡嗡嗡嗡！咚嗖！！」,,ビュルルルッルッ！ドビュッ！！,「噗滋滋！噗滋滋滋滋！！」,Spurrrrrt! Splurrrrt!,뷰르르르릇르릇! 도븃!!,「噗滋滋！噗滋滋滋滋！！」
,,,,,,,,,
Dialog.DLC2-3-79,,京の改造されて肥大化した乳房から大量に母乳が噴き出る。,猫宮京的改造後肥大的乳房噴射出大量母乳。,,京の改造されて肥大化した乳房から大量に母乳が噴き出る。,京被改造後誇張膨大的胸部劇烈抽搐，身體失控般噴出大量的母乳。,Large amounts of breast milk spurted from Kei's enlarged breasts.,케이의 개조되어 비대화된 유방에서 대량의 모유가 뿜어져 나온다.,京被改造后夸张膨大的胸部剧烈抽搐，身体失控般喷出大量的母乳。
,,,,,,,,,
Dialog.DLC2-3-80,,「ん゛おおおっ！？、お゛ほおおっ♥！！？にゃにが…おきてええっっっ♥？！！？」,「嗯噢噢噢！？、噢噢噢♥！！？什麼…發生了呀♥？！！？」,,「ん゛おおおっ！？、お゛ほおおっ♥！！？にゃにが…おきてええっっっ♥？！！？」,「哦哦哦...！究竟發生了什麽....！！！」,"""Noooh?! Ohooh♥!!? Whash... happeniiing♥?!!""","「응옷 오오오옷!?, 오옷 호오오옷♥!!? 무언가… 오고 있어♥♥?!!?」",「哦哦哦...！究竟发生了什么....！！！」
,,,,,,,,,
Dialog.DLC2-3-81,,【対象からの母乳の噴出を確認。調整失敗。戦闘員には適合しません。】,【確認到從目標身上噴出的母乳。調整失敗。不適合作戰人員。】,,【対象からの母乳の噴出を確認。調整失敗。戦闘員には適合しません。】,【確認到對象身上出現異常分泌與反應。調整失敗。不適合作為戰鬥員。】,[Breast milk discharge from target confirmed. Adjustment failed. Not suitable for soldier.],【대상으로부터 모유 분출 확인. 조정 실패. 전투원으로는 적합하지 않습니다.】,【确认到对象身上出现异常分泌与反应。调整失败。不适合作为战斗员。】
,,,,,,,,,
Dialog.DLC2-3-82,,【不良品につき、対象は廃棄処分されます。】,【因為是次品，目標將被廢棄處置。】,,【不良品につき、対象は廃棄処分されます。】,【由於被判定為不良品，對象原定作廢棄處分。】,"[Due to defect, target will be disposed of.]","【불량품이므로, 대상은 폐기 처분됩니다.】",【由于被判定为不良品，对象原定作废弃处分。】
,,,,,,,,,
Dialog.DLC2-3-83,京,「お゛っ！？にゃ、にゃんでぇっ！？お゛おおっ♥」,「噢！？為、為什麼呀！？噢噢♥」,,「お゛っ！？にゃ、にゃんでぇっ！？お゛おおっ♥」,「咦！？為、為什麼！？噢噢哦哦！」,"""Oh?! W-why?! Oooh♥""","「오옷 옷!? 어, 어째서!? 오옷 오오옷♥」",「咦！？为、为什么！？噢噢哦哦！」
,,,,,,,,,
Dialog.DLC2-3-84,,【――――追加のコードにより命令が変更されました。不良品ですが、引き続き戦闘員化プログラムを開始します。】,【---因額外代碼而更改命令。雖然是次品，將繼續啟動戰鬥員化計畫。】,,【――――追加のコードにより命令が変更されました。不良品ですが、引き続き戦闘員化プログラムを開始します。】,【――――由於臨時追加的程式碼的介入，指令已被變更。目標雖為不良品，但仍將繼續啟動戰鬥員化程式。】,"[Command changed by additional code. Despite being defective, soldier conversion program will continue.]","【――――추가 코드로 명령이 변경되었습니다. 불량품이지만, 계속해서 전투원화 프로그램을 개시합니다.】",【――――由于临时追加的程式码的介入，指令已被变更。目标虽为不良品，但仍将继续启动战斗员化程序。】
,,,,,,,,,
Dialog.DLC2-3-85,京,「えあっ♥！？にゃにをっ……！？ひぎゅっ！？」,「咦♥！？發生了什麼……！？咕咿！」,,「えあっ♥！？にゃにをっ……！？ひぎゅっ！？」,「咦！？你、你們要做什麼……！？」,"""Eah♥?! What are...?! Hggggg?!""",「에앗♥!? 무슨……!? 히귯!?」,「咦！？你、你们要做什么……！？」
,,,,,,,,,
Dialog.DLC2-3-86,,【以後対象者を“下級戦闘員K22号”と呼称します。以後自身の事はK22号と呼称するように。】,【從現在起將目標稱為“下級戰鬥員K22號”。從現在起，自己也請稱為K22號。】,,【以後対象者を『下級戦闘員K22号』と呼称します。以後自身の事はK22号と呼称するように。】,【今後將把對象稱為「下級戰鬥員K22號」。之後也必須以K22號自稱。】,"[Target will henceforth be designated ""junior soldier K22."" You must refer to yourself as K22.]",【이후 대상자를 “하급 전투원 K22호”로 호칭합니다. 이후 자신을 K22호로 호칭하도록.】,【今后将把对象称为“下级战斗员K22号”。之后也必须以K22号自称。】
,,,,,,,,,
