Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Record.CloneTask-5,クローン,「我々の仕事は戦闘ですが……待機時には戦闘員達の性処理も行います」,「我々の仕事は戦闘ですが……待機時には戦闘員達の性処理も行います」,「我們的工作是戰鬥……但在待命時也要進行戰鬥員們的性處理。」,"""Our job is to fight... but while on standby we also provide services to the soldiers.""",「우리의 일은 전투입니다만…… 대기 시에는 전투원들의 성처리도 합니다」,「我们的工作是战斗……但在待命时也要进行战斗员们的性处理。」
,,,,,,,
Record.CloneTask-6,クローン,「まあ戦闘力は我々の方が高いのですが…我々はクローンですので」,「まあ戦闘力は我々の方が高いのですが…我々はクローンですので」,「雖然我們的戰鬥力更高……但我們是克隆人。」,"""Well, our combat ability is higher... but we are clones, so...""",「뭐 전투력은 우리 쪽이 높습니다만… 우리는 클론이므로」,「虽然我们的战斗力更高……但我们是克隆人。」
,,,,,,,
Record.CloneTask-7,072号,「……了解しました」,「……了解しました」,「……了解。」,"""...Understood.""",「……알겠습니다」,「……了解。」
,,,,,,,
Record.CloneTask-8,,その時、壁の前に戦闘員がやってくる,その時、壁の前に戦闘員がやってくる,這時，一名戰鬥員來到牆壁前。,"At that moment, a soldier came to the wall.","그때, 벽 앞에 전투원이 온다",这时，一名战斗员来到墙壁前。
,,,,,,,
Record.CloneTask-9,戦闘員,「よーし、今日も頼んだぜクローンちゃん共」,「よーし、今日も頼んだぜクローンちゃん共」,「好，今天也拜託妳們了，克隆醬們。」,"""Alright, I'm counting on you today too, clones.""","「좋아, 오늘도 부탁한다 클론쨩들」",「好，今天也拜托你们了，克隆人小妞们。」
,Record clone 2,,,,,,
Record.CloneTask-10,,壁に空いた穴の中に戦闘員のチンポが突っ込まれ、072号の目の前に現れる,壁に空いた穴の中に戦闘員のチンポが突っ込まれ、072号の目の前に現れる,戰鬥員的雞巴塞進牆壁上的洞裡，出現在072號的眼前。,"The soldier inserted his cock through the hole in the wall, appearing before 072.","벽에 뚫린 구멍 안에 전투원의 자지가 쑤셔 박혀, 072호 눈앞에 나타난다",战斗员的鸡巴塞进墙壁上的洞里，出现在072号的眼前。
,,,,,,,
Record.CloneTask-11,072号,「っ………！」,「っ………！」,「………！」,"""...!""",「윽………!」,「唔………！」
,,,,,,,
Record.CloneTask-12,クローン,「おや、どうしましたか072号？」,「おや、どうしましたか072号？」,「喔呀，怎麼了072號？」,"""Oh, what's wrong, 072?""","「어머, 왜 그러십니까 072호?」",「喔呀，怎么了072号？」
,,,,,,,
Record.CloneTask-13,072号,「…いえ、なんでもありません」,「…いえ、なんでもありません」,「…不，沒什麼。」,"""...No, it's nothing.""","「…아니요, 아무것도 아닙니다」",「…不，没什么。」
,,,,,,,
Record.CloneTask-14,クローン,「そうですか、では早速。戦闘員の男性器の咥えなさい」,「そうですか、では早速。戦闘員の男性器の咥えなさい」,「是嗎，那麼立刻開始。含住戰鬥員的男性生殖器。」,"""I see. Then proceed and put the soldier's organ in your mouth.""","「그렇습니까, 그럼 즉시. 전투원의 남성기를 물도록 하십시오」",「是吗，那么立刻开始。含住战斗员的男性生殖器。」
,,,,,,,
Record.CloneTask-15,072号,「っ、………了解しました」,「っ、………了解しました」,「………了解。」,"""...Understood.""","「윽, ………알겠습니다」",「唔、………了解。」
,Record,,,,,,
Record.CloneTask-16,,そして072号は目の前に差し出されたチンポを咥える,そして072号は目の前に差し出されたチンポを咥える,接著072號含住了眼前伸出的雞巴。,Then 072 put the cock in front of her in her mouth.,그리고 072호는 눈앞에 내밀어진 자지를 문다,接着072号含住了眼前伸出的鸡巴。
,,,,,,,
Record.CloneTask-17,,チュポッ,チュポッ,啾波。,Chup,츄폿,啾波。
,,,,,,,
Record.CloneTask-18,072号,「んっ……むうっ……」,「んっ……むうっ……」,「嗯……唔……」,"""Nn... Muu...""",「응읏…… 으읏……」,「嗯……唔……」
,,,,,,,
Record.CloneTask-19,,(………っ、咥えるのは初めてですが……独特な感触ですね……),(………っ、咥えるのは初めてですが……独特な感触ですね……),（………雖然是第一次含住……但這感覺很特別呢……）,(...This is my first time... it's a unique sensation...),"(………윽, 무는 것은 처음입니다만…… 독특한 감촉이군요……)",（………唔，虽然是第一次含住……但这感觉很特别呢……）
,,,,,,,
Record.CloneTask-20,戦闘員,「なんだぁ？今日の穴は外れか？」,「なんだぁ？今日の穴は外れか？」,「搞什麼？今天的洞抽到下下籤了嗎？」,"""What's this? Is today's hole a dud?""",「뭐야? 오늘의 구멍은 꽝인가?」,「搞什么？今天的洞是个烂货吗？」
,,,,,,,
Record.CloneTask-21,クローン　,「072号、咥えているだけでは男性器からの射精は出来ません。前後運動により刺激を与えなさい」,「072号、咥えているだけでは男性器からの射精は出来ません。前後運動により刺激を与えなさい」,「072號，光含著無法讓男性生殖器射精。請進行前後運動給予刺激。」,"""072, just holding it won't make the organ ejaculate. You need to provide stimulation through movement.""","「072호, 물고만 있으면 남성기로부터 사정은 할 수 없습니다. 전후 운동으로 자극을 주십시오」",「072号，光含着无法让男性生殖器射精。请进行前后运动给予刺激。」
,,,,,,,
Record.CloneTask-22,072号,「っ、ひょうはいひまひたっ」,「っ、ひょうはいひまひたっ」,「唔，我會做到的。」,"""Undershood.""","「우, 흐으우읍으읏히핫」",「唔，我会做到的。」
,Record clone 4,,,,,,
Record.CloneTask-23,,そして072号は頭を前後に振り、戦闘員のチンポに刺激を与え始める,そして072号は頭を前後に振り、戦闘員のチンポに刺激を与え始める,接著072號開始前後擺動頭部，給予戰鬥員的雞巴刺激。,"Then 072 began moving her head back and forth, providing stimulation to the soldier's cock.","그리고 072호는 머리를 앞뒤로 흔들며, 전투원의 자지에 자극을 주기 시작한다",接着072号开始前后摆动头部，给予战斗员的鸡巴刺激。
,,,,,,,
Record.CloneTask-24,,チュプッ、チュプッ、チュプッ！,チュプッ、チュプッ、チュプッ！,啾噗、啾噗、啾噗！,"Chup, chup, chup!","츄풋, 츄풋, 츄풋!",啾噗、啾噗、啾噗！
,,,,,,,
Record.CloneTask-25,072号,「むうっ♥、んっ♥！」,「むうっ♥、んっ♥！」,「唔♥、嗯♥！」,"""Muu♥ Nn♥!""","「으읏♥, 응읏♥!」",「唔♥、嗯♥！」
,,,,,,,
Record.CloneTask-26,,(こう…でしょうか……♥？),(こう…でしょうか……♥？),（是……這樣嗎……♥？）,(Like... this...♥?),(이렇게… 입니까……♥?),（是……这样吗……♥？）
,,,,,,,
Record.CloneTask-27,,チュプッ、チュプッ、チュプッ,チュプッ、チュプッ、チュプッ,啾噗、啾噗、啾噗,"Chup, chup, chup","츄풋, 츄풋, 츄풋",啾噗、啾噗、啾噗
,,,,,,,
Record.CloneTask-28,戦闘員,「おいおいなんだこの緩いフェラは？教育足りてねえんじゃねえのか？」,「おいおいなんだこの緩いフェラは？教育足りてねえんじゃねえのか？」,「喂喂，這口交也太鬆了吧？是不是教育不足啊？」,"""Hey, what's with this weak blowjob? Haven't you been properly trained?""",「어이어이 뭐야 이 느슨한 펠라는? 교육 부족 아니야?」,「喂喂，这口交也太松了吧？是不是教育不足啊？」
,,,,,,,
Record.CloneTask-29,072号,「っ、むうっ！？」,「っ、むうっ！？」,「唔！？」,"""Muu?!""","「윽, 으읏!?」",「唔、唔！？」
,,,,,,,
Record.CloneTask-30,クローン,「072号。もっと真面目にやりなさい」,「072号。もっと真面目にやりなさい」,「072號。請更認真地做。」,"""072, please take this duty seriously.""",「072호. 더 진지하게 하십시오」,「072号。请更认真地做。」
,,,,,,,
Record.CloneTask-31,072号,「っ、もうひわけごらいませんっ！」,「っ、もうひわけごらいませんっ！」,「我會更努力的！」,"""I'm shorry!""","「윽, 죄송합니닷!」",「唔、我会更努力的！」
,,,,,,,
Record.CloneTask-32,,ジュプッ！ジュプッ！ジュプッ！,ジュプッ！ジュプッ！ジュプッ！,嗙噗！嗙噗！嗙噗！,Jup! Jup! Jup!,쥬풋! 쥬풋! 쥬풋!,嗙噗！嗙噗！嗙噗！
,,,,,,,
Record.CloneTask-33,,072号は更に口をすぼめ戦闘員のチンポを舐っていく,072号は更に口をすぼめ戦闘員のチンポを舐っていく,072號進一步縮緊嘴巴，舔舐戰鬥員的雞巴。,072 pursed her lips more and continued licking the soldier's cock.,072호는 더욱 입을 오므려 전투원의 자지를 핥아간다,072号进一步缩紧嘴巴，舔舐战斗员的鸡巴。
,,,,,,,
Record.CloneTask-34,072号,「んっ♥、んっ♥、んっ♥！」,「んっ♥、んっ♥、んっ♥！」,「嗯♥、嗯♥、嗯♥！」,"""Nn♥ Nn♥ Nn♥!""","「응읏♥, 응읏♥, 응읏♥!」",「嗯♥、嗯♥、嗯♥！」
,,,,,,,
Record.CloneTask-35,072号,(っ、クローンとしてっ！このくらいのことは出来なければっ),(っ、クローンとしてっ！このくらいのことは出来なければっ),（身為克隆人！這種事一定要能做到！）,(As a clone! I must be able to do at least this much!),"(윽, 클론으로서! 이 정도 일은 할 수 있어야!)",（唔，身为克隆人！这种事一定要能做到！）
,,,,,,,
Record.CloneTask-36,,ジュプッ！ジュプッ！ジュプッ！,ジュプッ！ジュプッ！ジュプッ！,嗙噗！嗙噗！嗙噗！,Jup! Jup! Jup!,쥬풋! 쥬풋! 쥬풋!,嗙噗！嗙噗！嗙噗！
,,,,,,,
Record.CloneTask-37,戦闘員,「お？やっと真面目にやり始めたか？」,「お？やっと真面目にやり始めたか？」,「喔？終於開始認真了嗎？」,"""Oh? Finally getting serious?""",「오? 겨우 진지하게 하기 시작했나?」,「喔？终于开始认真了吗？」
,,,,,,,
Record.CloneTask-38,072号,「んっ♥、んっ♥、んっ♥！」,「んっ♥、んっ♥、んっ♥！」,「嗯♥、嗯♥、嗯♥！」,"""Nn♥ Nn♥ Nn♥!""","「응읏♥, 응읏♥, 응읏♥!」",「嗯♥、嗯♥、嗯♥！」
,,,,,,,
Record.CloneTask-39,戦闘員,「まあいい、その頑張りに免じて出してやるっ、オラッ」,「まあいい、その頑張りに免じて出してやるっ、オラッ」,「算了，看在妳這麼努力的份上就射出來吧，看招！」,"""Well, fine. For your effort, I'll finish. Here!""","「뭐 좋아, 그 노력을 생각해서 이제 싸주마, 자!」",「算了，看在你这么努力的份上就射出来吧，看招！」
,Record clone 5,,,,,,
Record.CloneTask-40,,ドピュッ！ドビュルルルッ！,ドピュッ！ドビュルルルッ！,咚噗！咻嚕嚕嚕嚕！,Spurt! Spurrrrt!,도퓻! 도뷰르르릇!,咚噗！咻噜噜噜噜！
,,,,,,,
Record.CloneTask-41,072号,「～～～～～～～ッ♥♥！！」,「～～～～～～～ッ♥♥！！」,「～～～～～～～♥♥！！」,"""Mmmmmmph♥♥!!""",「~~~~~~윽♥♥!!」,「～～～～～～～♥♥！！」
,,,,,,,
Record.CloneTask-42,,072号の口内に勢いよく白濁液が注ぎ込まれる,072号の口内に勢いよく白濁液が注ぎ込まれる,白色渾濁的液體猛地灌入072號的口腔內。,White fluid was forcefully shot into 072's mouth.,072호의 입안에 힘차게 백탁액이 쏟아진다,白色浑浊的液体猛地灌入072号的口腔内。
,,,,,,,
Record.CloneTask-43,072号,「んむっ♥、んっ♥」,「んむっ♥、んっ♥」,「嗯唔♥、嗯♥」,"""Nmm♥ Nn♥""","「으윽♥, 응읏♥」",「嗯唔♥、嗯♥」
,,,,,,,
Record.CloneTask-44,072号,(っ、これが…精液ですか……っ！),(っ、これが…精液ですか……っ！),（這就是…精液嗎……！）,(This is... semen...!),"(윽, 이것이… 정액입니까……윽!)",（唔，这就是…精液吗……！）
,,,,,,,
Record.CloneTask-45,戦闘員,「オラッ、しっかり飲めよっ！」,「オラッ、しっかり飲めよっ！」,「喂，好好喝下去！」,"""Come on, swallow it properly!""",「자! 제대로 마셔!」,「喂，好好喝下去！」
,,,,,,,
Record.CloneTask-46,,ゴブッ♥♥、ドププッ♥♥！,ゴブッ♥♥、ドププッ♥♥！,咕噗♥♥、咚噗噗♥♥！,Gulp♥♥ Glup♥♥!,"곱♥♥, 돕풋♥♥!",咕噗♥♥、咚噗噗♥♥！
,,,,,,,
Record.CloneTask-47,072号,「……っ！」,「……っ！」,「……唔！」,"""...!""",「……윽!」,「……唔！」
,,,,,,,
Record.CloneTask-48,072号,(っ、凄い量……っ！こんなにっ♥♥),(っ、凄い量……っ！こんなにっ♥♥),（好大量……！竟然有這麼多♥♥）,(So much...! This much♥♥),"(윽, 굉장한 양……윽! 이렇게나♥♥)",（唔，好大的量……！竟然有这么多♥♥）
,,,,,,,
Record.CloneTask-49,,戦闘員のチンポが何度か脈打った後、残った精液が発射される,戦闘員のチンポが何度か脈打った後、残った精液が発射される,戰鬥員的雞巴跳動了幾下後，剩餘的精液也發射出來。,"""After the soldier pulsated several times, the remaining semen was unloaded.""","전투원의 자지가 몇 번 맥박친 후, 남은 정액이 발사된다",战斗员的鸡巴跳动了几下后，剩余的精液也发射出来。
,Record clone 6,,,,,,
Record.CloneTask-50,072号,「んっ♥、けぷっ……♥♥」,「んっ♥、けぷっ……♥♥」,「嗯♥、咳……♥♥」,"""Nn♥ Burp...♥♥""","「응읏♥, 케풋……♥♥」",「嗯♥、咳……♥♥」
,,,,,,,
Record.CloneTask-51,戦闘員,「ふう、出した出した…だがまだ未熟なフェラだな、しっかり教育してくれ？」,「ふう、出した出した…だがまだ未熟なフェラだな、しっかり教育してくれ？」,「呼，射完了射完了…但口交技術還很稚嫩啊，要好好教育她們？」,"""Phew, I finished... but that was still an amateur blowjob. Train her properly, will you?""","「후우, 쌌다 쌌어… 하지만 아직 미숙한 펠라네, 제대로 교육해줘?」",「呼，射完了射完了…但口交技术还很稚嫩啊，要好好教育她们？」
,,,,,,,
Record.CloneTask-52,クローン,「そうですね。072号はこの後調整室に来なさい。少し定型化改造をする必要があるようですので」,「そうですね。072号はこの後調整室に来なさい。少し定型化改造をする必要があるようですので」,「是。072號，妳之後來調整室一趟。看來需要進行一些制式化改造。」,"""Indeed. 072, come to the adjustment room after this. It seems you need some standardization modifications.""",「그렇군요. 072호는 이 후 조정실로 오십시오. 조금 정형화 개조를 할 필요가 있는 것 같으므로」,「是。072号，你之后来调整室一趟。看来需要进行一些制式化改造。」
,,,,,,,
Record.CloneTask-53,072号,「っ、……了解しました。」,「っ、……了解しました。」,「……了解。」,"""...Understood.""","「윽, ……알겠습니다.」",「唔、……了解。」
,,,,,,,
Record.CloneTask-54,,クローンの一員となった072号は拒否することなくそれに従うのだった,クローンの一員となった072号は拒否することなくそれに従うのだった,成為克隆人一員的072號，沒有任何拒絕地服從了命令。,"072, who had become a member of the clones, obeyed without refusal.",클론의 일원이 된 072호는 거부하지 않고 그대로 따랐다,成为克隆人一员的072号没有任何拒绝地服从了。
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Record Erena＆Nayuta,注釈,エンドコンテンツ　那由多＆エレナ,エンドコンテンツ　那由多＆エレナ,,,엔드 콘텐츠　나유타＆엘레나,
Record.Erenayuta,,【最強の二人】,【最強の二人】,【最強的兩人】,[The Strongest Duo],【최강의 두 사람】,【最强的两人】
,,,,,,,
Record.Erenayuta-1,,エレナと那由多が財団の手に堕ちてからしばらくの時が流れ―――,エレナと那由多が財団の手に堕ちてからしばらくの時が流れ―――,艾蓮娜和那由多落入財團手中後，過了一段時間―――,Some time passed after Elena and Nayuta fell into the Foundation's hands...,엘레나와 나유타가 재단의 손에 떨어진 후 얼마 지나지 않아―――――,艾莲娜和那由多落入财团手中后，过了一段时间―――
,暗転,,,,,,
Record.Erenayuta-2,Record E＆N 1,エレナと那由多は公衆トイレの壁に括りつけられていた,エレナと那由多は公衆トイレの壁に括りつけられていた,艾蓮娜和那由多被綁在公共廁所的牆上。,Elena and Nayuta were tied to the wall of a public restroom.,엘레나와 나유타는 공중 화장실 벽에 묶여 있었다,艾莲娜和那由多被绑在公共厕所的墙上。
,,,,,,,
Record.Erenayuta-3,エレナ,「っ、何ですかこれは……」,「っ、何ですかこれは……」,「唔，這是什麼……」,"""What is this...""","「윽, 무엇입니까 이것은……」",「唔，这是什么……」
,,,,,,,
Record.Erenayuta-4,那由多,「これは……大変な状況ですね」,「これは……大変な状況ですね」,「這是……很糟糕的情況呢。」,"""This is... quite a situation.""",「이것은…… 힘든 상황이군요」,「这是……很糟糕的情况呢。」
,,,,,,,
Record.Erenayuta-5,エレナ,「それに……何故この女を隣に……！」,「それに……何故この女を隣に……！」,「而且……為什麼偏偏把這個女人放在我旁邊……！」,"""And... why is this woman next to me...!""",「게다가…… 왜 이 여자를 옆에……!」,「而且……为什么偏偏把这个女人放在我旁边……！」
,,,,,,,
Record.Erenayuta-6,那由多,「こちらのセリフです。何故真横に配置するのでしょうか」,「こちらのセリフです。何故真横に配置するのでしょうか」,「這是我該說的。為何要將我放在旁邊呢。」,"""That's my line. Why place us right next to each other?""",「이쪽의 대사입니다. 왜 바로 옆에 배치하는 겁니까」,「这是我该说的。为何要将我放在正旁边呢。」
,,,,,,,
Record.Erenayuta-7,戦闘員,「ったく、お前らは堕ちてるってのにいつも喧嘩ばっかだな」,「ったく、お前らは堕ちてるってのにいつも喧嘩ばっかだな」,「真是的，妳們都已經墮落了還是整天吵架啊。」,"""Geez, you two are always fighting even after the defeat.""","「정말, 너희들은 타락했는데도 언제나 싸움뿐이네」",「真是的，你们都已经堕落了还是整天吵架啊。」
,,,,,,,
Record.Erenayuta-8,エレナ,「はい。正直不快です。何故このような事を……」,「はい。正直不快です。何故このような事を……」,「是。說實話很不快。為何要做這種事……」,"""Yes. Honestly, this is unpleasant. Why do such a thing...""",「네. 솔직히 불쾌합니다. 왜 이런 짓을……」,「是。说实话很不快。为何要做这种事……」
,,,,,,,
Record.Erenayuta-9,那由多,「随分な物言いですね。その無駄なプライドの高さは変わってないのですね」,「随分な物言いですね。その無駄なプライドの高さは変わってないのですね」,「您說話真不客氣呢。那無謂的高傲自尊心還是沒變啊。」,"""Such a way of speaking. That uselessly high pride of yours hasn't changed.""",「상당한 말투군요. 그 쓸데없는 프라이드 높음은 변하지 않았군요」,「您说话真不客气呢。那无谓的高傲自尊心还是没变啊。」
,,,,,,,
Record.Erenayuta-10,エレナ,「………言わせておけば」,「………言わせておけば」,「………我讓妳說個沒完」,"""...If you keep talking like that""",「………말하게 놔두면」,「………我让你说个没完」
,,,,,,,
Record.Erenayuta-11,戦闘員,「まあまあ落ち着け。今日はそんなお前らのために対決の場を用意してやったってわけだ」,「まあまあ落ち着け。今日はそんなお前らのために対決の場を用意してやったってわけだ」,「好了好了冷靜點。我今天就為了妳們特別準備了一個對決的場地。」,"""Now, now, calm down. Today I've prepared a competition venue for you two.""",「뭐뭐 진정해. 오늘은 그런 너희들을 위해 대결의 장을 마련해줬다는 거지」,「好了好了冷静点。我今天就为了你们特别准备了一个对决的场地。」
,,,,,,,
Record.Erenayuta-12,那由多,「………どういうことですか？」,「………どういうことですか？」,「………是什麼意思？」,"""...What do you mean?""",「………무슨 소리입니까?」,「………是什么意思？」
,Record E＆N 2,,,,,,
Record.Erenayuta-13,,目の前に何人もの裸の男がぞろぞろと現れる,目の前に何人もの裸の男がぞろぞろと現れる,許多光著身子的男人如魚貫而入地出現在她們面前。,Multiple naked men appeared before them one after another.,눈앞에 여러 명의 벌거벗은 남자가 줄줄이 나타난다,许多光着身子的男人鱼贯而入地出现在她们面前。
,,,,,,,
Record.Erenayuta-14,エレナ,「……っ、これは！？」,「……っ、これは！？」,「唔、這是！？」,"""...This is...?!""","「……윽, 이것은!?」",「唔、这是！？」
,,,,,,,
Record.Erenayuta-15,戦闘員,「お前らにはこの公園のトイレで“肉便器”対決をしてもらう」,「お前らにはこの公園のトイレで“肉便器”対決をしてもらう」,「妳們要在這個公園的廁所裡進行『肉便器』對決。」,"""You two will have a 'cum dumpster' competition in this restroom at the park.""",「너희들에게는 이 공원 화장실에서 “육변기” 대결을 하게 할 거다」,「你们要在这个公园的厕所里进行『肉便器』对决。」
,,,,,,,
Record.Erenayuta-16,,「この部屋は中継されていてお前らを使いたくなった男どもがやってくる」,「この部屋は中継されていてお前らを使いたくなった男どもがやってくる」,「這間房間會進行轉播，想要使用妳們的男人們會跑過來。」,"""This room is being broadcast and men who want to use you will come.""",「이 방은 중계되고 있어서 너희들을 사용하고 싶어진 남자들이 올 거야」,「这间房间会进行转播，想要使用你们的男人们会跑过来。」
,,,,,,,
Record.Erenayuta-17,,「まそれで沢山使用…膣内射精してもらった方が勝者というわけだ」,「まそれで沢山使用…膣内射精してもらった方が勝者というわけだ」,「總之就是誰的使用次數……被射精到陰道裡的次數多的一方就是勝者。」,"""Well, whoever gets used more... gets more creampies wins.""",「뭐 그래서 많이 사용… 질내 사정받은 쪽이 승자라는 거지」,「总之就是谁被使用得多……被射精到阴道里的次数多的一方就是胜者。」
,,,,,,,
Record.Erenayuta-18,エレナ,「………肉便器……くだらないですね」,「………肉便器……くだらないですね」,「………肉便器……真無聊呢。」,"""...Cum dumpster... how ridiculous.""",「………육변기……시답잖군요」,「………肉便器……真无聊呢。」
,,,,,,,
Record.Erenayuta-19,那由多,「いくら私達が堕ちているからといっても……流石に抵抗があります」,「いくら私達が堕ちているからといっても……流石に抵抗があります」,「儘管我們已經墮落了……但終究還是有所抵抗。」,"""Even though we've fallen... I still have trouble doing this.""",「아무리 우리가 타락했다고는 해도…… 역시 저항감이 있습니다」,「尽管我们已经堕落了……但终究还是有所抵抗。」
,,,,,,,
Record.Erenayuta-20,戦闘員,「ああ、ちなみに勝った方は一階級特進だ。上官になるってわけだな」,「ああ、ちなみに勝った方は一階級特進だ。上官になるってわけだな」,「啊對了，順帶一提贏家會晉升一級。就是變成上官的意思。」,"""Oh, by the way, the winner gets promoted one rank. You'll become a superior officer.""","「아아, 참고로 이긴 쪽은 한 계급 특진이다. 상관이 된다는 거지」",「啊对了，顺带一提赢家会晋升一级。就是变成上官的意思。」
,,,,,,,
Record.Erenayuta-21,エレナ＆那由多,「「ッ！！！！！！」」,「「ッ！！！！！！」」,「「！！！！！！」」,"""!!!!!""",「「윽!!!!!!」」,「唔！！！！！！」「唔！！！！！」
,,,,,,,
Record.Erenayuta-22,戦闘員,「そういうわけで……まあせいぜい頑張ってくれ」,「そういうわけで……まあせいぜい頑張ってくれ」,「就是這麼回事……那麼就儘管努力吧。」,"""So that's how it is... well, do your best.""",「그런 이유로…… 뭐 힘껏 힘내줘」,「就是这么回事……那么就尽管努力吧。」
,暗転,,,,,,
Record.Erenayuta-23,Record E＆N 3,ズッブウウウウゥッ！！！！,ズッブウウウウゥッ！！！！,滋！！！！,Thrust!,즈읏부우우우웃!!!!,滋！！！！
,,,,,,,
Record.Erenayuta-24,エレナ＆那由多,「っ、！！！！」,「っ、！！！！」,「！！！！」,"""!!!!""","「윽,!!!!」",「唔、！！！！」
,,,,,,,
Record.Erenayuta-25,男,「うおっ、これが聖核戦姫のマンコっ…流石の弾力と締め付けだっ！」,「うおっ、これが聖核戦姫のマンコっ…流石の弾力と締め付けだっ！」,「哇靠，這就是聖核戰姬的淫穴…果然彈力和緊緻度不同凡響啊！」,"""Whoa, this is a Holy Core Battlemaiden's... incredible elasticity and tightness!""","「우옷, 이것이 성핵전희의 보지… 역시 탄력과 조임이!」",「哇靠，这就是圣核战姬的淫穴…果然弹力和紧致度不同凡响啊！」
,,,,,,,
Record.Erenayuta-26,エレナ,「ふっ、この程度のチンポ…簡単にヌキとってあげます！」,「ふっ、この程度のチンポ…簡単にヌキとってあげます！」,「哼，這種程度的雞巴…我輕易就能將精液榨乾！」,"""Hmph, a cock of this level... I'll easily finish you!""","「훗, 이 정도 자지… 간단히 빼내 드리겠습니다!」",「哼，这种程度的鸡巴…我轻易就能将精液榨干！」
,,,,,,,
Record.Erenayuta-27,那由多,「どちらが早く搾精できるか…勝負ですね……！」,「どちらが早く搾精できるか…勝負ですね……！」,「看看誰能更快榨出精液…是勝負的關鍵呢……！」,"""Let's see who can finish them faster... it's a competition...!""",「어느 쪽이 빨리 착정할 수 있을지… 승부군요……!」,「看看谁能更快榨出精液…是胜负的关键呢……！」
,Record E＆N 4,,,,,,
Record.Erenayuta-28,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！,啪啾、啪啾、啪啾！,"Slap, slap, slap!","바츗, 바츗, 바츗!",啪啾、啪啾、啪啾！
,,,,,,,
Record.Erenayuta-29,,那由多とエレナは競うように膣を締め付け、射精を促す,那由多とエレナは競うように膣を締め付け、射精を促す,那由多和艾蓮娜互相競爭般地縮緊陰道，催促著射精。,"Nayuta and Elena competed by tightening, encouraging ejaculations.","나유타와 엘레나는 경쟁하듯 질을 조여, 사정을 재촉한다",那由多和艾莲娜互相竞争般地缩紧阴道，催促着射精。
,,,,,,,
Record.Erenayuta-30,エレナ,「っ♥、どうですかっ、AV撮影で鍛えた私の肉厚マンコっ♥♥」,「っ♥、どうですかっ、AV撮影で鍛えた私の肉厚マンコっ♥♥」,「唔♥，怎麼樣，經過AV拍攝鍛鍊的我的豐厚淫穴♥♥」,"""How does it feel? This thick pussy was trained through shooting porn!♥""","「윽♥, 어떻습니까, AV 촬영으로 단련된 저의 두툼한 보지♥♥」",「唔♥，怎么样，经过AV拍摄锻炼的我的丰厚淫穴♥♥」
,,,,,,,
Record.Erenayuta-31,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！,啪啾、啪啾、啪啾！,"Slap, slap, slap!","바츗, 바츗, 바츗!",啪啾、啪啾、啪啾！
,,,,,,,
Record.Erenayuta-32,男,「うおっ、すげえっ…これが雌牛AV女優エレナちゃんのマンコっ」,「うおっ、すげえっ…これが雌牛AV女優エレナちゃんのマンコっ」,「哇靠，好厲害啊…這就是母牛AV女優艾蓮娜小姐的淫穴」,"""Whoa, amazing... So this is Elena the porn star's pussy...""","「우옷, 굉장해… 이것이 암소 AV 배우 엘레나쨩의 보지」",「哇靠，好厉害啊…这就是母牛AV女优艾莲娜小姐的淫穴」
,,,,,,,
Record.Erenayuta-33,エレナ,「はあっ♥、当然ですッ！、」,「はあっ♥、当然ですッ！、」,「哈啊♥，那是當然的！！」,"""Haa♥ Of course!""","「하앗♥, 당연합니다!,」",「哈啊♥，那是当然的！！」
,,,,,,,
Record.Erenayuta-34,那由多,「私こそっ、VIP接待で鍛えたテクニックはどうですかっ♥、数だけ多いヤリマンとは違いますっ♥♥」,「私こそっ、VIP接待で鍛えたテクニックはどうですかっ♥、数だけ多いヤリマンとは違いますっ♥♥」,「我才是，經過VIP接待鍛鍊出來的技術怎麼樣♥，跟只有數量多的蕩婦可不一樣♥♥」,"""My techniques were trained through VIP entertainment, how are they? Different from someone who just has numbers♥♥""","「저야말로, VIP 접대로 단련된 테크닉은 어떻습니까♥, 수만 많은 창녀와는 다릅니다♥♥」",「我才是，经过VIP接待锻炼出来的技术怎么样♥，跟只有数量多的荡妇可不一样♥♥」
,,,,,,,
Record.Erenayuta-35,男,「ぐうっ、このヒダ使いっ、まるでチンポを握られているようだっ！」,「ぐうっ、このヒダ使いっ、まるでチンポを握られているようだっ！」,「嗚，這個褶皺的運用，簡直像是雞巴被握住了一樣！」,"""Guh, it's like my cock is being gripped!""","「크윽, 이 주름 사용법, 마치 자지를 쥐고 있는 것 같아!」",「呜，这个褶皱的运用，简直像是鸡巴被握住了一样！」
,,,,,,,
Record.Erenayuta-36,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！,啪啾、啪啾、啪啾！,"Slap, slap, slap!","바츗, 바츗, 바츗!",啪啾、啪啾、啪啾！
,,,,,,,
